Pressure category #;0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64; 65; 66; 67; 68; 69; 70; 71; 72; 73; 74; 75; 76; 77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97; 98; 99; 
020-01-01-G;3.46990738782845E-05;7.64297925037056E-06;6.23256049261578E-06;5.41354451818555E-06;4.83131591626539E-06;4.38171801354179E-06;4.01843681924544E-06;3.7159431288227E-06;3.4584848021106E-06;3.23563962576808E-06;3.04016657180988E-06;2.86684464852548E-06;2.71179454645972E-06;2.5720594888712E-06;2.44533535086946E-06;2.32979127653407E-06;2.22394727315688E-06;2.12658874342482E-06;2.03670555868535E-06;1.95344779652428E-06;1.87609302239629E-06;1.80402171411177E-06;1.73669852237227E-06;1.67365777297966E-06;1.61449209113991E-06;1.55884335188016E-06;1.50639538513532E-06;1.45686802169029E-06;1.41001217764112E-06;1.36560575432716E-06;1.32345018736463E-06;1.28336751913156E-06;1.24519789849407E-06;1.20879743303502E-06;1.17403633488212E-06;1.1407973130716E-06;1.10897417437217E-06;1.07847060142937E-06;1.04919908252683E-06;1.02107997158022E-06;9.940406604519E-07;9.68014848493922E-07;9.42941896537029E-07;9.18766254450458E-07;8.95436952981663E-07;8.7290715190775E-07;8.51133737639545E-07;8.30076964353355E-07;8.09700133515242E-07;7.89969307333058E-07;7.70853052242861E-07;7.52322209025011E-07;7.34349686564799E-07;7.16910276634383E-07;6.99980487385558E-07;6.83538393514895E-07;6.67563501299508E-07;6.52036626908803E-07;6.36939786578977E-07;6.22256097396604E-07;6.07969687577909E-07;5.94065615254288E-07;5.80529794883942E-07;5.67348930506177E-07;5.54510455140433E-07;5.4200247570799E-07;5.29813722921278E-07;5.17933505645443E-07;5.06351669289557E-07;4.95058557831829E-07;4.84044979124885E-07;4.73302173164153E-07;4.62821783035796E-07;4.42616680503732E-07;4.23369919465344E-07;4.05026704325934E-07;3.87536609784783E-07;3.54933013235516E-07;3.11366826657593E-07;2.61823789783474E-07;2.02336919646271E-07;1.50207369517521E-07;1.07231414062581E-07;7.07641303621544E-08;4.70421903480308E-08;3.15376183884055E-08;1.76125333833763E-08;1.00365208935113E-08;4.8623500324735E-09;2.39469686787314E-09;1.18320674743577E-09;4.05210242578243E-10;1.34194440668324E-10;2.83439370356491E-11;3.31106493555006E-12;1.58082201597761E-13;6.77756752643987E-16;6.77045259135776E-20;0;0;
020-02-02-G;5.60453844955967E-06;3.16158816401559E-08;1.18996447004752E-08;5.47631750547071E-09;2.76957539869173E-09;1.48907997369927E-09;8.38011314549089E-10;4.89738507539156E-10;2.9638125740052E-10;1.85812721989906E-10;1.20823051603012E-10;8.14803457954468E-11;5.68613853757337E-11;4.08885336555103E-11;3.01334096258531E-11;2.2630777653911E-11;1.72309096028951E-11;1.32434939020381E-11;1.02406182991672E-11;7.94700077607163E-12;6.17831433143212E-12;4.80616053333508E-12;3.73788250875962E-12;2.90467848932992E-12;2.2543792900618E-12;1.7468675558616E-12;1.35102199138131E-12;1.04257459511974E-12;8.02544736004835E-13;6.16061096580283E-13;4.71459687524155E-13;3.59586583338849E-13;2.73256070874844E-13;2.06828117766961E-13;1.55877968377388E-13;1.16937149238599E-13;8.72900154793086E-14;6.48136350200144E-14;4.78515913936247E-14;3.511440879967E-14;2.56009265312441E-14;1.85361955729315E-14;1.33224295608289E-14;9.50028445051994E-15;6.71831802700636E-15;4.70893076926656E-15;3.26944289255008E-15;2.24724074199303E-15;1.52814575551325E-15;1.0273335302045E-15;6.82268730024168E-16;4.47231168042152E-16;2.89095336148785E-16;1.84094688847909E-16;1.1535690309911E-16;7.10401107651505E-17;4.29350883269158E-17;2.54264221866172E-17;1.47281791737216E-17;8.32771076015168E-18;4.58576722181189E-18;2.4527630289026E-18;1.27034916610203E-18;6.34835358081373E-19;3.04821390308826E-19;1.39931348728687E-19;6.10498052218914E-20;2.51318669277389E-20;9.6761152889442E-21;3.44617934716175E-21;1.11965587140533E-21;3.25922351249106E-22;8.29874783991288E-23;3.11022217126311E-24;4.8220498779273E-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020-03-02-G;2.71712245197983E-06;2.4980860555621E-10;7.53273096522642E-12;3.46069507909424E-13;2.42833739722888E-14;1.04243870814269E-15;1.61937643837453E-17;3.20846756840152E-20;9.53519381224458E-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020-04-02-G;5.24756032381697E-07;6.66089427185424E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020-05-01-G;9.30272390102523E-06;7.67772928334961E-07;4.62808675990027E-07;3.25211703492357E-07;2.46720417357801E-07;1.95907634281301E-07;1.60408600947599E-07;1.34345427496573E-07;1.14534342348331E-07;9.90815067201002E-08;8.67799718729114E-08;7.68206210928216E-08;6.86404938932918E-08;6.18367192957806E-08;5.61144367458176E-08;5.12537032850394E-08;4.70877024172007E-08;4.34880124808727E-08;4.03544373576454E-08;3.76078581944186E-08;3.51851244490271E-08;3.30353447694058E-08;3.11171535925139E-08;2.93966679373732E-08;2.78459395560953E-08;2.64417677800787E-08;2.51647787973198E-08;2.39987044813756E-08;2.29298126296081E-08;2.19464534330512E-08;2.10386960907625E-08;2.01980359511871E-08;1.94171572433912E-08;1.86897399039542E-08;1.80103015764762E-08;1.73740678046625E-08;1.67768649250841E-08;1.62150313110243E-08;1.56853435094952E-08;1.51849545108991E-08;1.4711341939818E-08;1.42622643895332E-08;1.38357244674952E-08;1.34299373934205E-08;1.30433042108031E-08;1.26743888478764E-08;1.23218984044612E-08;1.1984666153811E-08;1.16616368391782E-08;1.1351853917856E-08;1.10544484644556E-08;1.07686294930111E-08;1.04936754964185E-08;1.0228927033535E-08;9.97378022040708E-09;9.72768100371499E-09;9.49012011249071E-09;9.2606285991993E-09;9.03877389391901E-09;8.82415630604639E-09;8.616405917028E-09;8.41517981535232E-09;8.22015963163594E-09;8.03104933728358E-09;7.84757327503727E-09;7.6694743938808E-09;7.49651266433073E-09;7.32846365321724E-09;7.16511723970523E-09;7.00627645659516E-09;6.85175644292297E-09;6.70138349559468E-09;6.55499420928624E-09;6.27355986982266E-09;6.0063241503606E-09;5.75227924936303E-09;5.51052220105956E-09;5.06070231312281E-09;4.46019816863122E-09;3.77573761429573E-09;2.94708645398109E-09;2.20957227521743E-09;1.58906851434528E-09;1.04996153690324E-09;6.91245435357503E-10;4.53075824930942E-10;2.38005094691354E-10;1.23144851823765E-10;4.95908593092411E-11;1.90557529360839E-11;6.88477102470552E-12;1.28318819023928E-12;1.87261368856294E-13;8.31396772272651E-15;3.72765012238017E-17;9.37955788424639E-23;0;0;0;0;
023-01-01-G-D;2.02137552402477E-05;8.12417022857064E-09;7.15971044707762E-10;6.79410088717266E-11;4.94767748059879E-12;2.08596359830798E-13;3.23597840101735E-15;6.41142921480727E-18;1.90540246623506E-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-02-01-G-D;1.78831749342694E-05;6.45433686574742E-08;2.15889930071707E-08;8.96784015238924E-09;4.17090989149133E-09;2.08323754582918E-09;1.09038619838878E-09;5.88572950562175E-10;3.24212284583913E-10;1.81086093567933E-10;1.02181287557754E-10;5.81250876957065E-11;3.32930258713371E-11;1.91949464151814E-11;1.11434718157641E-11;6.51898269492926E-12;3.84522546437082E-12;2.28644294792013E-12;1.36853112917962E-12;8.2213924154367E-13;4.93698444572252E-13;2.94948675617964E-13;1.7446152718242E-13;1.0170885461243E-13;5.82074171187721E-14;3.25851678111972E-14;1.77860803376211E-14;9.43600354016782E-15;4.84950522875527E-15;2.40542318653017E-15;1.14657071930503E-15;5.22545150483277E-16;2.26324641275451E-16;9.24791640388777E-17;3.53309288108921E-17;1.24795042939861E-17;4.01787282028353E-18;1.15760014415166E-18;2.91258784294215E-19;6.18943209375723E-20;1.0594215416846E-20;1.36088385985301E-21;1.17290419128185E-22;5.55878763640687E-24;9.26464606067812E-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-03-01-G-D;0.000121911632839687;3.10644362652341E-06;1.60562547004922E-06;1.00633572875394E-06;6.94335729904387E-07;5.08685513592077E-07;3.88762699014392E-07;3.06796667703616E-07;2.48340596251993E-07;2.05187667355623E-07;1.72378047125376E-07;1.46779398671085E-07;1.26348202413255E-07;1.09716304370073E-07;9.59467251980136E-08;8.43838557315576E-08;7.45590513566005E-08;6.61299640514121E-08;5.884096972719E-08;5.24970323755151E-08;4.6946240418834E-08;4.20679947228965E-08;3.77649091212559E-08;3.39571687180017E-08;3.05785296675737E-08;2.75734269997886E-08;2.48948403510432E-08;2.25026864194073E-08;2.03625842127535E-08;1.84448894272867E-08;1.67239271321407E-08;1.51773735221188E-08;1.37857518362414E-08;1.25320172017904E-08;1.14012117888685E-08;1.0380176283817E-08;9.45730697584217E-09;8.62235013451283E-09;7.8662271203403E-09;7.18088500084697E-09;6.55916846223531E-09;5.99470959565808E-09;5.48183275643216E-09;5.01547218658529E-09;4.59110048607627E-09;4.2046663377522E-09;3.85254015180783E-09;3.53146650942122E-09;3.23852246167024E-09;2.97108088592912E-09;2.72677822327233E-09;2.50348602141489E-09;2.29928579200394E-09;2.11244676160566E-09;1.94140615493699E-09;1.78475169875676E-09;1.64120607698623E-09;1.50961310339939E-09;1.38892540869312E-09;1.27819346480098E-09;1.17655579167085E-09;1.08323021097416E-09;9.97506027837191E-10;9.18737036080601E-10;8.46335254954231E-10;7.79765316239986E-10;7.18539430097094E-10;6.62212866337018E-10;6.10379895103635E-10;5.62670137336363E-10;5.187452810255E-10;4.78296124231717E-10;4.41039910220403E-10;3.75093322391604E-10;3.19086690596129E-10;2.71492782401936E-10;2.31026817286585E-10;1.67316876226038E-10;1.03088644032038E-10;5.39142730552064E-11;2.01712831957408E-11;6.21703660009495E-12;1.51006912089842E-12;2.16449180433235E-13;2.32961297064381E-14;1.66373466921474E-15;9.06272628564725E-18;1.73324283954454E-21;0;0;0;0;0;0;0;0;0;0;0;0;
023-04-G;5.78983783112019E-06;1.66728193406785E-08;4.78005262835963E-09;1.68086431831277E-09;6.54218060712836E-10;2.70014435851131E-10;1.148269185721E-10;4.93124102176567E-11;2.11089888934054E-11;8.95373457412327E-12;3.76596673363813E-12;1.57898677681776E-12;6.64203627192923E-13;2.81400943860312E-13;1.19901708834149E-13;5.09861896003456E-14;2.13587676289409E-14;8.67417310478425E-15;3.35785115893902E-15;1.21877984090403E-15;4.08115240672874E-16;1.23866819318105E-16;3.33399037422221E-17;7.73073892715617E-18;1.48362854230071E-18;2.22437305751568E-19;2.38574004096359E-20;1.58325504880723E-21;4.98262264348016E-23;4.08411692088538E-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
024-01-01-G;5.97650590123787E-05;9.14550104324425E-06;6.48244390282414E-06;5.03050469702482E-06;4.09298610237018E-06;3.43319907855237E-06;2.94211040099372E-06;2.56198610347188E-06;2.25923760321901E-06;2.01285516060595E-06;1.80891902295694E-06;1.63777533257873E-06;1.49248113733223E-06;1.36789701081337E-06;1.26013036644876E-06;1.16617835350543E-06;1.08368941990365E-06;1.01079852918443E-06;9.46010060328814E-07;8.88112751943206E-07;8.36116834586957E-07;7.89206881313531E-07;7.46705996889079E-07;7.08048314253359E-07;6.7275766096865E-07;6.40430863569197E-07;6.10724574941282E-07;5.83344802612913E-07;5.58038524719236E-07;5.34586931797375E-07;5.12799943723694E-07;4.92511733560457E-07;4.7357705174928E-07;4.55868190550259E-07;4.3927246384784E-07;4.23690104289556E-07;4.09032500291125E-07;3.95220711291701E-07;3.82184211939077E-07;3.6985982549121E-07;3.5819081428129E-07;3.47126101087997E-07;3.36619600037974E-07;3.26629639510616E-07;3.17118462616145E-07;3.08051793329216E-07;2.99398458400596E-07;2.9113005683202E-07;2.83220670058222E-07;2.75646607093725E-07;2.68386179817203E-07;2.61419504320341E-07;2.54728324871489E-07;2.48295857561377E-07;2.42106651128439E-07;2.3614646282077E-07;2.30402147453191E-07;2.24861558071734E-07;2.19513456852414E-07;2.14347435043256E-07;2.09353840913735E-07;2.04523714808411E-07;1.99848730515392E-07;1.95321142258159E-07;1.90933736703787E-07;1.86679789453715E-07;1.82553025546639E-07;1.78547583558238E-07;1.74657982930485E-07;1.70879094205213E-07;1.67206111873279E-07;1.63634529582732E-07;1.60160117477667E-07;1.53487144219824E-07;1.47158137612724E-07;1.41147307956943E-07;1.35431678302714E-07;1.24805939510069E-07;1.10630614799252E-07;9.44694037157772E-08;7.48570190526342E-08;5.72959413706277E-08;4.23610182130231E-08;2.91500952381982E-08;2.01233972699224E-08;1.39268669804233E-08;8.04338533137114E-09;4.65027417763484E-09;2.22949894039981E-09;1.0547463758085E-09;4.88516174682387E-10;1.46029878514356E-10;4.03856419755664E-11;6.26573391550323E-12;4.46649041501426E-13;1.04423985287341E-14;1.60345231433883E-17;2.73111380984819E-22;0;0;
024-02-G-D;6.8345826711608E-05;1.01820636304407E-05;7.20904657687286E-06;5.59181249910674E-06;4.54839014708594E-06;3.81428194754958E-06;3.26796382287573E-06;2.84514620323324E-06;2.50843288129726E-06;2.23443424629762E-06;2.0076563286652E-06;1.81735583391948E-06;1.6558079460078E-06;1.51729549301909E-06;1.39748888903553E-06;1.29304847526226E-06;1.20135907390408E-06;1.12034658558057E-06;1.0483476887876E-06;9.84015218734934E-07;9.26248247343307E-07;8.74139658770025E-07;8.26936342790304E-07;7.84008629510884E-07;7.44826584889028E-07;7.08941460996203E-07;6.75971060203808E-07;6.45588098946576E-07;6.17510889563117E-07;5.9149582730172E-07;5.67331293224626E-07;5.44832675357604E-07;5.23838278892386E-07;5.04205947795212E-07;4.85810259237152E-07;4.68540182029431E-07;4.52297113053613E-07;4.36993223255004E-07;4.22550058407306E-07;4.0889735051564E-07;3.95972004116473E-07;3.83717228387366E-07;3.72081791292997E-07;3.61019376261987E-07;3.50488025333784E-07;3.40449655505373E-07;3.30869637275548E-07;3.21716426233221E-07;3.12961240047935E-07;3.04577774460122E-07;2.96541952887641E-07;2.88831705105216E-07;2.81426771148003E-07;2.74308527166937E-07;2.67459830443337E-07;2.60864881171316E-07;2.54509098952924E-07;2.48379012234284E-07;2.42462159150473E-07;2.36746998450222E-07;2.31222829344721E-07;2.25879719272909E-07;2.20708438702698E-07;2.15700402196848E-07;2.10847615066526E-07;2.06142625017172E-07;2.01578478262051E-07;1.97148679640391E-07;1.92847156330598E-07;1.88668224795812E-07;1.84606560639965E-07;1.80657171088285E-07;1.76815369837732E-07;1.69437183285636E-07;1.62439812807281E-07;1.55794687912668E-07;1.49476354584494E-07;1.37731351084356E-07;1.22065484394004E-07;1.04208970447455E-07;8.25459700882958E-08;6.3156349556728E-08;4.66736355794481E-08;3.21012573086995E-08;2.21501653711114E-08;1.53229772753107E-08;8.84489459331321E-09;5.11149898847765E-09;2.44963420072105E-09;1.15857180585341E-09;5.36496046571999E-10;1.60332492243717E-10;4.43309425758597E-11;6.87577918380122E-12;4.89932183304449E-13;1.14474348491455E-14;1.75721017562132E-17;2.99300143545007E-22;0;0;
024-03-01-G;1.89078486489272E-05;2.84678942886204E-06;2.01659397693268E-06;1.56411071136294E-06;1.27211764885827E-06;1.06675779871287E-06;9.14003507797687E-07;7.95835309245493E-07;7.01770159727707E-07;6.25252557751751E-07;5.61941095616627E-07;5.08826387561725E-07;4.63745257788144E-07;4.250972735803E-07;3.91670885224676E-07;3.62531938296198E-07;3.36949258741214E-07;3.14343238833112E-07;2.94249308484634E-07;2.76291408027074E-07;2.6016238584711E-07;2.45609301735922E-07;2.32422269058567E-07;2.20425889327205E-07;2.09472611708608E-07;1.99437538906175E-07;1.90214331202119E-07;1.81711951961137E-07;1.73852063209342E-07;1.66566927225969E-07;1.59797704816693E-07;1.53493066684622E-07;1.47608053561178E-07;1.42103135251127E-07;1.36943429727266E-07;1.32098051776413E-07;1.27539567105768E-07;1.23243532755106E-07;1.19188108488505E-07;1.15353726829391E-07;1.11722811755175E-07;1.08279537932258E-07;1.05009623860052E-07;1.01900153487109E-07;9.89394218258656E-08;9.61168008724546E-08;9.34226227715236E-08;9.08480776819992E-08;8.83851242213845E-08;8.60264107115978E-08;8.37652057331458E-08;8.15953367281955E-08;7.95111355862601E-08;7.75073903063578E-08;7.55793019627122E-08;7.37224463123272E-08;7.19327394760179E-08;7.02064072029618E-08;6.8539957295139E-08;6.69301548242918E-08;6.53739998219248E-08;6.38687071638164E-08;6.24116884056166E-08;6.1000535356297E-08;5.96330052022676E-08;5.83070070175058E-08;5.70205895145793E-08;5.57719299084372E-08;5.45593237796317E-08;5.33811758365577E-08;5.22359914875824E-08;5.11223691438265E-08;5.00389931820611E-08;4.7958109640966E-08;4.59843035993478E-08;4.41095531251424E-08;4.23267111186785E-08;3.90118432581351E-08;3.45886566928304E-08;2.95443107429807E-08;2.34203167261311E-08;1.79341498385847E-08;1.32659041242755E-08;9.13399622079019E-09;6.30887344895684E-09;4.36827240291251E-09;2.52437924385741E-09;1.46014110537378E-09;7.00345587153441E-10;3.31419967513039E-10;1.53532487653016E-10;4.59066374994746E-11;1.26989681816044E-11;1.97088656252425E-12;1.4056413417326E-13;3.28875423854366E-15;5.05196538142342E-18;8.60487912691896E-23;0;0;
025-01-01-G;3.39374245237631E-05;5.14167095661416E-06;3.5907954042525E-06;2.74952495880909E-06;2.20930795132778E-06;1.83135234655477E-06;1.55184422460509E-06;1.33698842528758E-06;1.16710281553695E-06;1.02986936631703E-06;9.17129431205277E-07;8.23230916717973E-07;7.44115875765718E-07;6.76786951987292E-07;6.18979607128967E-07;5.6895177831028E-07;5.25343471731265E-07;4.87079778221816E-07;4.53301979314367E-07;4.23317511265492E-07;3.96562978139886E-07;3.72576409976595E-07;3.50976195646577E-07;3.31444911929084E-07;3.13716793748732E-07;2.97567944258212E-07;2.82808627480366E-07;2.69277157778883E-07;2.56835023151746E-07;2.4536296853218E-07;2.34757830948995E-07;2.2492996722497E-07;2.1580115148509E-07;2.07302847361052E-07;1.99374780742522E-07;1.91963754924023E-07;1.85022662267828E-07;1.78509655969581E-07;1.72387452862146E-07;1.66622743935987E-07;1.61185693772862E-07;1.56049513668153E-07;1.51190096068675E-07;1.46585700236399E-07;1.42216680884415E-07;1.38065253011366E-07;1.34115287356431E-07;1.30352131865408E-07;1.26762455344627E-07;1.23334110119175E-07;1.20056011033798E-07;1.16918028561774E-07;1.13910894137364E-07;1.11026116115965E-07;1.08255905004638E-07;1.05593106803721E-07;1.03031143465368E-07;1.00563959613194E-07;9.81859747835873E-08;9.58920405476723E-08;9.36774019564908E-08;9.15376628232445E-08;8.94687544174859E-08;8.74669071985758E-08;8.55286252609452E-08;8.36506632028129E-08;8.18300051639428E-08;8.00638458075601E-08;7.83495730472965E-08;7.6684752342556E-08;7.50671124054152E-08;7.34945321794744E-08;7.19650289663309E-08;6.90279504908167E-08;6.62423934867574E-08;6.35964846941722E-08;6.10797276003618E-08;5.63974191615003E-08;5.01398872282762E-08;4.29827281696836E-08;3.42510109402705E-08;2.63754402953912E-08;1.96222321045632E-08;1.35927936467401E-08;9.4330762374673E-09;6.5530638156974E-09;3.79553799956285E-09;2.19390727654761E-09;1.04756717218948E-09;4.92222733391275E-10;2.26157524360163E-10;6.680211700638E-11;1.82844825181316E-11;2.80264951731977E-12;1.94754494460597E-13;4.06770715612443E-15;3.20943424653283E-18;0;0;0;
025-02-01-G;5.71883147194306E-05;9.06861807862416E-06;6.4369512361939E-06;5.00031229409053E-06;4.07157252112249E-06;3.41716737771027E-06;2.92951697556055E-06;2.55166467891821E-06;2.25046744920942E-06;2.00518158474414E-06;1.80205019518916E-06;1.63152049779148E-06;1.48671270529674E-06;1.36252705439324E-06;1.2550960328808E-06;1.16143283989824E-06;1.0791964197656E-06;1.00652882879829E-06;9.41939451268189E-07;8.84220737876031E-07;8.32385810430156E-07;7.85621589994787E-07;7.43253148592435E-07;7.04716301735732E-07;6.69536333527288E-07;6.37311338980777E-07;6.07699078050723E-07;5.80406524306695E-07;5.55181497660564E-07;5.31805920641099E-07;5.10090348196633E-07;4.89869503126712E-07;4.70998610753154E-07;4.53350372825896E-07;4.368124558454E-07;4.21285395814688E-07;4.06680841999849E-07;3.92920078132959E-07;3.79932771794469E-07;3.67655912325009E-07;3.56032905181642E-07;3.45012796649235E-07;3.3454960760167E-07;3.24601758846921E-07;3.15131573685709E-07;3.06104845818628E-07;2.97490462770482E-07;2.8926007665688E-07;2.81387815471054E-07;2.73850029177192E-07;2.66625065807041E-07;2.59693073506707E-07;2.53035825100574E-07;2.46636562253481E-07;2.40479856740313E-07;2.34551486689844E-07;2.2883832596961E-07;2.23328245131261E-07;2.1801002254936E-07;2.12873264567956E-07;2.07908333623675E-07;2.03106283446213E-07;1.98458800550397E-07;1.93958151331491E-07;1.89597134159539E-07;1.85369035941341E-07;1.81267592681754E-07;1.77286953630914E-07;1.73421648651788E-07;1.69666558484153E-07;1.6601688761761E-07;1.62468139518136E-07;1.59016093980799E-07;1.52386488815562E-07;1.46099091820297E-07;1.40128185200246E-07;1.34450861667183E-07;1.23897151708163E-07;1.09819353527147E-07;9.37709382434523E-08;7.42971173102215E-08;5.68612484372301E-08;4.20336247087489E-08;2.89186106923659E-08;1.99585251332757E-08;1.38087543416077E-08;7.97126415389505E-09;4.60612919940029E-09;2.20673875173022E-09;1.04327011195909E-09;4.82922229444372E-10;1.44277591692727E-10;3.98998362121251E-11;6.19657858374527E-12;4.43064380865071E-13;1.04129390620678E-14;1.60343516544975E-17;2.73111380984819E-22;0;0;
027-01-G-D;7.50992669735966E-05;6.21146555705583E-06;3.80740868430967E-06;2.71286881652857E-06;2.08221810575584E-06;1.66978105834478E-06;1.37861735379366E-06;1.16255624648254E-06;9.96552451198918E-07;8.65676965717791E-07;7.60391066868818E-07;6.74281652128675E-07;6.02871240866353E-07;5.42941620343617E-07;4.92124485781676E-07;4.48641647949493E-07;4.11134265766469E-07;3.78547549761557E-07;3.50051201402066E-07;3.2498345328132E-07;3.02811012967104E-07;2.83099912552357E-07;2.65493956421371E-07;2.49698543736064E-07;2.35468350193259E-07;2.22597823110886E-07;2.10913758992377E-07;2.00269446016935E-07;1.90539999409853E-07;1.81618617878734E-07;1.73413559227673E-07;1.6584568280813E-07;1.58846442211415E-07;1.52356237895226E-07;1.46323059113857E-07;1.40701359471336E-07;1.35451121916942E-07;1.30537077945983E-07;1.25928052787103E-07;1.21596413902044E-07;1.17517604524686E-07;1.13669747471257E-07;1.10033307253106E-07;1.0659080076486E-07;1.03326548618495E-07;1.00226460637966E-07;9.72778501907891E-08;9.44692729690655E-08;9.17903865883969E-08;8.92318279849096E-08;8.67851060871921E-08;8.44425076443807E-08;8.2197014422398E-08;8.00422302522578E-08;7.79723166390837E-08;7.59819358273917E-08;7.4066200374536E-08;7.22206284158203E-08;7.04411039161702E-08;6.87238412980404E-08;6.70653539161835E-08;6.54624259193193E-08;6.39120870983618E-08;6.24115903721881E-08;6.0958391606177E-08;5.95501314969655E-08;5.81846192899161E-08;5.68598181244393E-08;5.55738318271643E-08;5.43248929945734E-08;5.31113522255349E-08;5.19316683805819E-08;5.07843997591654E-08;4.85817913093999E-08;4.64936958255606E-08;4.4511431491701E-08;4.2627297396188E-08;3.91267017332798E-08;3.44618100293019E-08;2.91533343768413E-08;2.27351454335514E-08;1.70291840441224E-08;1.2233668408679E-08;8.07262771836917E-09;5.30804074793521E-09;3.47518272713531E-09;1.82284757500139E-09;9.4204328867194E-10;3.7895134687965E-10;1.45524899398672E-10;5.25620999158606E-11;9.79531703507982E-12;1.42945720715118E-12;6.34645523276362E-14;2.84549632787524E-16;7.15987194089843E-22;0;0;0;0;
027-02-G;3.73692742365665E-05;3.1111278560865E-06;1.97680145783507E-06;1.44729935550353E-06;1.13392536265605E-06;9.24121381419351E-07;7.73177778324814E-07;6.59457449540467E-07;5.70980868115389E-07;5.00470548461694E-07;4.43204976764476E-07;3.95970313745172E-07;3.56498510003361E-07;3.23143122394385E-07;2.94681037638386E-07;2.70185615797745E-07;2.48942701120376E-07;2.30393517102743E-07;2.14094981783126E-07;1.99691592327646E-07;1.8689514863039E-07;1.75469881926029E-07;1.65221370745066E-07;1.55988152762363E-07;1.47635286168459E-07;1.4004934351729E-07;1.33134475022726E-07;1.26809282565964E-07;1.21004316886179E-07;1.15660059618674E-07;1.10725286364908E-07;1.06155731671994E-07;1.01912994841095E-07;9.79636389393286E-08;9.42784455945743E-08;9.08317959857125E-08;8.76011545060839E-08;8.45666363086071E-08;8.17106436545714E-08;7.90175589191042E-08;7.64734844303864E-08;7.4066021170184E-08;7.17840798425906E-08;6.96177190048865E-08;6.75580059100096E-08;6.55968964817159E-08;6.37271314682332E-08;6.19421463274187E-08;6.023599280931E-08;5.8603270538877E-08;5.70390671773793E-08;5.55389059667895E-08;5.40986996477029E-08;5.27147098947386E-08;5.13835115407756E-08;5.01019609674507E-08;4.88671681281317E-08;4.76764717442462E-08;4.65274172789555E-08;4.54177373457272E-08;4.43453342550175E-08;4.33082644413236E-08;4.23047245463607E-08;4.13330389629204E-08;4.03916486687896E-08;3.94791012015605E-08;3.85940416437237E-08;3.77352045035523E-08;3.69014063912799E-08;3.60915394022693E-08;3.53045651295015E-08;3.45395092369884E-08;3.37954565338512E-08;3.23669691875734E-08;3.10128039713445E-08;2.97273596635893E-08;2.85056372704606E-08;2.62359030646205E-08;2.32108761653584E-08;1.97654002554917E-08;1.55869027575191E-08;1.18461136037309E-08;8.66594366627062E-09;5.85920472266879E-09;3.95325217411446E-09;2.65932442473648E-09;1.45665947224131E-09;7.89204656532238E-10;3.4104589549571E-10;1.42855502687963E-10;5.76496901244329E-11;1.36608215969184E-11;2.93636215406229E-12;3.25329535459144E-13;1.48746088743349E-14;1.20695390914946E-16;7.02586971051354E-22;0;0;0;
