Pressure category #;0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64; 65; 66; 67; 68; 69; 70; 71; 72; 73; 74; 75; 76; 77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97; 98; 99; 
020-01-01-G;7.25565243812675E-05;1.81826003880611E-05;1.51197032143684E-05;1.33605728395186E-05;1.21297914262917E-05;1.11849108088538E-05;1.04202381406672E-05;9.7802412743904E-06;9.23191240915908E-06;8.75386849779105E-06;8.33139702418978E-06;7.95392781666398E-06;7.61361266429605E-06;7.30446668782586E-06;7.02182145788805E-06;6.76196338989851E-06;6.52188767644433E-06;6.29912679146573E-06;6.09162840261337E-06;5.89766671445812E-06;5.71577684576435E-06;5.54470534782212E-06;5.38337222562401E-06;5.23084130004204E-06;5.08629672667276E-06;4.94902414006656E-06;4.81839533255811E-06;4.69385567736592E-06;4.57491371327937E-06;4.46113245396758E-06;4.35212208885153E-06;4.24753381778903E-06;4.14705461732432E-06;4.05040277786367E-06;3.95732408283705E-06;3.86758852540072E-06;3.78098747740355E-06;3.69733124051248E-06;3.61644692152562E-06;3.53817658368313E-06;3.4623756337294E-06;3.38891141096855E-06;3.31766194988696E-06;3.24851489232242E-06;3.18136652881668E-06;3.11612095183942E-06;3.05268930612596E-06;2.99098912351807E-06;2.9309437315065E-06;2.87248172620315E-06;2.81553650176555E-06;2.76004582939514E-06;2.70595147996459E-06;2.65319888512515E-06;2.60173683242367E-06;2.55151719053994E-06;2.50249466125254E-06;2.45462655516917E-06;2.40787258862521E-06;2.36219469947255E-06;2.31755687975455E-06;2.27392502350204E-06;2.23126678809107E-06;2.18955146778386E-06;2.14874987823067E-06;2.10883425084794E-06;2.06977813610768E-06;2.03155631487887E-06;1.9941447170541E-06;1.95752034677608E-06;1.92166121365125E-06;1.88654626940062E-06;1.85215534945555E-06;1.78546902343965E-06;1.72145664465907E-06;1.65998370820721E-06;1.60092557266166E-06;1.48959827682897E-06;1.33806334400716E-06;1.1612397972319E-06;9.40987044111677E-07;7.38324461936834E-07;5.61305683216749E-07;4.00020237987951E-07;2.86120012164473E-07;2.05256752410157E-07;1.25205138971679E-07;7.6550137298243E-08;3.96779552772707E-08;2.04290657133581E-08;1.0398406042233E-08;3.66666194783792E-09;1.2362820524838E-09;2.64769860959117E-10;3.15217966339851E-11;1.59253695916992E-12;8.45363480103972E-15;1.76286223241064E-18;0;0;
020-02-02-G;1.27250867924031E-05;5.00268188181771E-07;2.60503909939838E-07;1.68903549831402E-07;1.22640718669963E-07;9.52465317183562E-08;7.7223714935565E-08;6.44864778785201E-08;5.5020437064442E-08;4.77163125522319E-08;4.19094064877678E-08;3.71769383605156E-08;3.32386357172886E-08;2.99029431755881E-08;2.70356513219984E-08;2.4540635829149E-08;2.23476048705512E-08;2.04041019712379E-08;1.86701843000897E-08;1.71148265318175E-08;1.57134591352412E-08;1.44462633553289E-08;1.32969766718326E-08;1.225204590969E-08;1.13000191520012E-08;1.04311030836013E-08;9.6368359813825E-09;8.90984236199078E-09;8.24364592213701E-09;7.63252458788222E-09;7.07139636963636E-09;6.55572805664467E-09;6.08146108322841E-09;5.64495049532472E-09;5.24291406308269E-09;4.8723893720542E-09;4.53069728283617E-09;4.21541054666538E-09;3.92432665072088E-09;3.65544417499764E-09;3.40694209555668E-09;3.17716158279113E-09;2.96458992934346E-09;2.76784630831549E-09;2.58566911386166E-09;2.41690467693267E-09;2.26049718152966E-09;2.11547963327407E-09;1.98096575379685E-09;1.85614269241213E-09;1.74026446151368E-09;1.63264601467994E-09;1.53265789704265E-09;1.43972140641773E-09;1.35330421130217E-09;1.27291637833622E-09;1.19810676740236E-09;1.12845975733441E-09;1.06359226936471E-09;1.00315105904961E-09;9.4681025056592E-10;8.94269090034871E-10;8.45249896961583E-10;7.99496195026021E-10;7.56771005363911E-10;7.16855287167715E-10;6.79546511944771E-10;6.44657359116252E-10;6.12014521845482E-10;5.81457613064406E-10;5.52838162636655E-10;5.26018697466897E-10;5.00871897150488E-10;4.55133182615435E-10;4.1477856608297E-10;3.79083470687876E-10;3.47425060899935E-10;2.94150470024118E-10;2.33341226519523E-10;1.76195770380282E-10;1.2043886153667E-10;7.97249670957967E-11;5.02585937958811E-11;2.79512856681594E-11;1.52016570697371E-11;8.04566204799081E-12;2.92086767935413E-12;9.7642836372673E-13;1.93578860097005E-13;3.05115396793068E-14;3.53065173299983E-15;5.73373856986078E-17;1.2440803739886E-19;0;0;0;0;0;0;0;
020-03-02-G;5.98171105123974E-06;7.2857429951938E-08;3.15007535402906E-08;1.81590627530139E-08;1.24028132103154E-08;9.44454118462427E-09;7.70547906154647E-09;6.57153334662215E-09;5.7711066965695E-09;5.169703942466E-09;4.69420710984385E-09;4.30215395333291E-09;3.9678312065059E-09;3.67522085463745E-09;3.41410204999415E-09;3.17778803877126E-09;2.96177729750536E-09;2.76293715269901E-09;2.57900466466436E-09;2.4082790284776E-09;2.24943054989235E-09;2.10138100630326E-09;1.96322793130359E-09;1.83419604891438E-09;1.71360557329947E-09;1.60085105206939E-09;1.49538686030871E-09;1.39671694301145E-09;1.3043873177057E-09;1.21798040979119E-09;1.13711063722794E-09;1.06142087223159E-09;9.90579537310398E-10;9.24278173404341E-10;8.6222936860897E-10;8.04164968651608E-10;7.49834511921006E-10;6.99003846647478E-10;6.51453898280479E-10;6.06979562657039E-10;5.65388706056057E-10;5.265012572568E-10;4.90148379674556E-10;4.56171713836845E-10;4.24422682112313E-10;3.94761848871422E-10;3.67058330255602E-10;3.41189248535676E-10;3.17039226702642E-10;2.94499919487425E-10;2.73469577473518E-10;2.53852641363453E-10;2.35559363798985E-10;2.18505456425589E-10;2.02611760142327E-10;1.87803936694979E-10;1.74012179958704E-10;1.61170945421031E-10;1.49218696520002E-10;1.38097666619048E-10;1.27753635511908E-10;1.18135719449842E-10;1.09196173771119E-10;1.00890207290906E-10;9.31758076792665E-11;8.60135771173813E-11;7.93665775779074E-11;7.3200185125705E-11;6.74819526804335E-11;6.21814807235169E-11;5.72702954690881E-11;5.27217340522855E-11;4.85108363190025E-11;4.10100987123929E-11;3.45987233639687E-11;2.91286462260789E-11;2.44705909461634E-11;1.71542617038438E-11;9.89039731179211E-12;4.57610716934833E-12;1.31686050973746E-12;2.61375163632955E-13;3.11855874921774E-14;1.21880107113483E-15;1.7616719173501E-17;5.13720731747718E-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020-04-02-G;1.12485591826373E-06;1.11850148242974E-08;4.68989219182887E-09;2.71483090214447E-09;1.93457354271588E-09;1.55622103602416E-09;1.33441930010019E-09;1.1833392917082E-09;1.06934940056009E-09;9.77491622846884E-10;9.00173286251903E-10;8.33091759924871E-10;7.73616388794043E-10;7.2005340162583E-10;6.71267447917858E-10;6.26469824029706E-10;5.85093618256113E-10;5.46717338369285E-10;5.11016906573574E-10;4.77734863787138E-10;4.46660300198273E-10;4.17615603803636E-10;3.90447605374606E-10;3.65021590682599E-10;3.41217199797569E-10;3.18925577051816E-10;2.98047354317162E-10;2.78491192110197E-10;2.60172696215166E-10;2.43013589335811E-10;2.26941058406294E-10;2.11887225342102E-10;1.97788706725877E-10;1.84586239354246E-10;1.72224355919413E-10;1.60651099851642E-10;1.49817771479731E-10;1.39678699786854E-10;1.301910355153E-10;1.21314562419931E-10;1.13011524215973E-10;1.05246465297933E-10;9.79860836852981E-11;9.1199094923407E-11;8.48561058678194E-11;7.89294974314095E-11;7.33933154913446E-11;6.82231692486655E-11;6.33961364130408E-11;5.88906746533902E-11;5.46865388139309E-11;5.07647034463669E-11;4.71072902536256E-11;4.36975000796837E-11;4.05195491144375E-11;3.75586090129331E-11;3.48007506551211E-11;3.22328912961576E-11;2.98427448784853E-11;2.76187752958948E-11;2.55501524167364E-11;2.36267106886949E-11;2.18389101612669E-11;2.01777997744724E-11;1.86349827735416E-11;1.72025841195021E-11;1.58732197748343E-11;1.46399677518101E-11;1.34963408188224E-11;1.24362607670791E-11;1.14540341464969E-11;1.05443293855827E-11;9.70215521556148E-12;8.20201416836308E-12;6.91974221606836E-12;5.82572822066837E-12;4.89411778826861E-12;3.43085229219877E-12;1.9780794614818E-12;9.15221433869522E-13;2.63372101947493E-13;5.22750327265911E-14;6.23711749843548E-15;2.43760214226966E-16;3.5233438347002E-18;1.02744146349544E-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020-05-01-G;2.08295801675086E-05;5.00230341294764E-06;4.06286534305521E-06;3.51897182423487E-06;3.13358366133613E-06;2.83652792521678E-06;2.59672570894301E-06;2.39714214313734E-06;2.22731293198527E-06;2.08033745429234E-06;1.95143371868462E-06;1.83716058263687E-06;1.73496464507484E-06;1.6429010535401E-06;1.55945434165791E-06;1.48341978501046E-06;1.41382272180427E-06;1.34986238017159E-06;1.290871923325E-06;1.23628947271799E-06;1.18563671728925E-06;1.13850286242218E-06;1.09453239852422E-06;1.05341564072904E-06;1.01488130495791E-06;9.7869059906053E-07;9.4463245563426E-07;9.12519636723664E-07;8.82185513690381E-07;8.5348137738222E-07;8.26274170677829E-07;8.00444561952856E-07;7.75885297104714E-07;7.52499781671891E-07;7.30200854825176E-07;7.08909724664688E-07;6.88555040073801E-07;6.69072078875619E-07;6.50402035565316E-07;6.32491394697425E-07;6.15291378263531E-07;5.98757457227447E-07;5.82848918884429E-07;5.67528482947555E-07;5.52761960290632E-07;5.38517949133099E-07;5.24767564170087E-07;5.1148419475528E-07;4.98643288755655E-07;4.86222159131778E-07;4.74199810668289E-07;4.62556784597113E-07;4.51275019129478E-07;4.4033772414937E-07;4.2972926852606E-07;4.19435078682113E-07;4.09441547209275E-07;3.9973595046158E-07;3.90306374175184E-07;3.81141646270507E-07;3.72231276085704E-07;3.63565399373253E-07;3.55134728464632E-07;3.46930507072899E-07;3.38944469260518E-07;3.31168802150816E-07;3.23596112006735E-07;3.16219393340819E-07;3.09032000756145E-07;3.0202762324969E-07;2.95200260737943E-07;2.88544202589673E-07;2.82054007973459E-07;2.69550688432212E-07;2.57651523124677E-07;2.46321040142681E-07;2.35526678323112E-07;2.15428653685944E-07;1.88622167180242E-07;1.58209212455577E-07;1.21801796560974E-07;9.00153632364142E-08;6.39215186089321E-08;4.18962071827219E-08;2.76598043594165E-08;1.84182520837445E-08;1.01896364912303E-08;5.76059285705246E-09;2.76850983436297E-09;1.35582425130875E-09;6.67038810838658E-10;2.27171801805686E-10;7.48404922089291E-11;1.57091737463298E-11;1.82345811735504E-12;8.64352462306602E-14;3.62050219031883E-16;3.25771076438019E-20;0;0;
023-01-01-G-D;4.32153125491072E-05;6.25328097104643E-07;2.70514814556743E-07;1.52090367765592E-07;9.94489087310088E-08;7.20174590427455E-08;5.60438679861184E-08;4.59392341605906E-08;3.91138415113151E-08;3.42375262860623E-08;3.05720127522124E-08;2.76857586212652E-08;2.53183775278203E-08;2.33094482233796E-08;2.15584149218177E-08;2.00010904106323E-08;1.85955979922191E-08;1.73138630429858E-08;1.61364289044484E-08;1.5049284616266E-08;1.40419169579349E-08;1.31061095190857E-08;1.22351979038753E-08;1.14236033878089E-08;1.06665365408987E-08;9.9598047610264E-09;9.29968367911873E-09;8.68282827049989E-09;8.10620910863711E-09;7.56706495751704E-09;7.06286632923438E-09;6.59128666521026E-09;6.15017900459209E-09;5.73755672741991E-09;5.351577405465E-09;4.99052907553175E-09;4.6528184346176E-09;4.33696058230357E-09;4.04157002533843E-09;3.76535272498334E-09;3.50709901637298E-09;3.26567726545696E-09;3.0400281562775E-09;2.8291595218594E-09;2.63214164764989E-09;2.44810298857339E-09;2.27622625031629E-09;2.11574479309961E-09;1.96593932240635E-09;1.82613483622984E-09;1.6956978026311E-09;1.57403354490729E-09;1.46058381461485E-09;1.35482453516341E-09;1.25626370078812E-09;1.16443941748585E-09;1.07891807401988E-09;9.99292632403428E-10;9.25181028399294E-10;8.56224673550428E-10;7.92087051107771E-10;7.32452398965703E-10;6.77024473368086E-10;6.25525387721815E-10;5.77694521361041E-10;5.33287493553393E-10;4.92075198436945E-10;4.53842896930985E-10;4.18389361979612E-10;3.85526073770817E-10;3.55076461828194E-10;3.26875191102249E-10;3.00767489395851E-10;2.54262752763252E-10;2.14512146888921E-10;1.80597632471511E-10;1.51717673990556E-10;1.06356423790224E-10;6.13204633552459E-11;2.83718644499633E-11;8.16453516037227E-12;1.62052601452432E-12;1.933506424515E-13;7.55656664103594E-15;1.09223658875706E-16;3.18506853683585E-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-02-01-G-D;3.92067881516458E-05;1.11973822933584E-06;5.41328855050797E-07;3.30259277412825E-07;2.29301517885984E-07;1.72471525035489E-07;1.36583584859293E-07;1.12004591813922E-07;9.41737288849553E-08;8.06768733183312E-08;7.01156103055675E-08;6.16246618705743E-08;5.46432487403175E-08;4.87951422188772E-08;4.38205404929551E-08;3.95352733800334E-08;3.58054916067686E-08;3.25315560183585E-08;2.96375758554704E-08;2.70644976824071E-08;2.47654648961418E-08;2.27026490893701E-08;2.0845046985764E-08;1.9166918616816E-08;1.76466572256203E-08;1.62659544673666E-08;1.50091712814308E-08;1.38628548945527E-08;1.28153618189695E-08;1.18565593042932E-08;1.09775859589125E-08;1.01706577449912E-08;9.42890926851196E-09;8.74626286245485E-09;8.11731978961055E-09;7.53726921563584E-09;7.00181157869718E-09;6.50709371254915E-09;6.04965363431637E-09;5.62637333332554E-09;5.23443822557496E-09;4.87130219347011E-09;4.53465733001645E-09;4.22240766410256E-09;3.93264626884713E-09;3.66363525571024E-09;3.41378823876839E-09;3.181654920378E-09;2.9659075044976E-09;2.76532868951415E-09;2.57880103028832E-09;2.40529749067839E-09;2.24387303414158E-09;2.09365712205495E-09;1.95384700789693E-09;1.82370173099773E-09;1.70253672670478E-09;1.58971898093482E-09;1.48466266653346E-09;1.38682520691922E-09;1.29570371937952E-09;1.21083179630018E-09;1.13177658770321E-09;1.05813615286788E-09;9.89537052624168E-10;9.25632157223827E-10;8.66098647586633E-10;8.10636190248642E-10;7.58965268556466E-10;7.10825654600245E-10;6.65975008092619E-10;6.24187589913433E-10;5.85253079375621E-10;5.15172143211282E-10;4.54318698597661E-10;4.01464469080721E-10;3.55541930080284E-10;2.80902366940999E-10;2.01373294905614E-10;1.34835614463655E-10;8.08702759983431E-11;4.94319424472424E-11;3.0142429058392E-11;1.66012769551368E-11;9.01523199986232E-12;4.77042985976957E-12;1.73180124046841E-12;5.78930587031724E-13;1.14774137331829E-13;1.8090485932211E-14;2.09334586778286E-15;3.39957006520355E-17;7.37623166209613E-20;0;0;0;0;0;0;0;
023-03-01-G-D;0.000270909522060856;2.75107082155034E-05;1.77294620114982E-05;1.31164567848865E-05;1.03873326196408E-05;8.56323160750807E-06;7.2506637042782E-06;6.25924535444848E-06;5.48412704440741E-06;4.86199556366181E-06;4.35204624913106E-06;3.92673406321248E-06;3.56681522663667E-06;3.25847277158614E-06;2.99155132329308E-06;2.75842804289856E-06;2.5532690224328E-06;2.37152855856777E-06;2.20960581745528E-06;2.06460557844584E-06;1.93416887310991E-06;1.81635116565548E-06;1.70953325504835E-06;1.61235497980655E-06;1.52366503502724E-06;1.4424823542768E-06;1.36796593762947E-06;1.29939096138646E-06;1.23612964380806E-06;1.17763577129682E-06;1.12343208226593E-06;1.07309990861069E-06;1.02627061809374E-06;9.82618504867865E-07;9.41854852355528E-07;9.03722950791342E-07;8.67993896199553E-07;8.34463032051687E-07;8.0294692186598E-07;7.73280762358579E-07;7.45316163729343E-07;7.18919237223322E-07;6.93968940984902E-07;6.70355643977434E-07;6.47979874811208E-07;6.26751228046272E-07;6.06587405181198E-07;5.87413371317664E-07;5.69160611573191E-07;5.51766473836139E-07;5.35173586526521E-07;5.19329341730595E-07;5.04185435486667E-07;4.89697458170958E-07;4.75824528910779E-07;4.62528968774383E-07;4.49776008181291E-07;4.37533524567048E-07;4.25771806840453E-07;4.14463343604218E-07;4.03582632483161E-07;3.93106008227099E-07;3.83011487535932E-07;3.7327862879831E-07;3.63888405147882E-07;3.54823089426981E-07;3.46066149810033E-07;3.37602154981602E-07;3.29416687888963E-07;3.21496267199062E-07;3.13828275686478E-07;3.06400894864147E-07;2.99203045243968E-07;2.85454993308461E-07;2.72508298441752E-07;2.60295906511735E-07;2.48758336749762E-07;2.2750168776598E-07;1.99525470879417E-07;1.68141028354277E-07;1.30749173600978E-07;9.79043924314819E-08;7.04975386050625E-08;4.67916537507138E-08;3.10361851647905E-08;2.05570022070032E-08;1.10387335708719E-08;5.88805828448619E-09;2.50755191495538E-09;1.04090348243471E-09;4.1771192680209E-10;9.83880606705986E-11;2.10231624821068E-11;2.31189712626243E-12;1.05225954862281E-13;8.53401884668121E-16;4.96778666399947E-21;0;0;0;
023-04-G;1.25936272338916E-05;3.32984573787664E-07;1.5950581625357E-07;9.70174055928962E-08;6.73282282843686E-08;5.06428849594558E-08;4.00858311778398E-08;3.28354230459245E-08;2.75670158454547E-08;2.35805325766588E-08;2.04681115909995E-08;1.79748006185755E-08;1.59335108131975E-08;1.42310377869184E-08;1.27886454026783E-08;1.15502940831865E-08;1.04752262487885E-08;9.53317229533311E-09;8.70119084820697E-09;7.96155362862029E-09;7.30030961907842E-09;6.70629656696786E-09;6.17045009023367E-09;5.68531272780177E-09;5.24467879790568E-09;4.84333270405934E-09;4.47685254687617E-09;4.14146019399169E-09;3.83390503467412E-09;3.55137262464801E-09;3.29141205027854E-09;3.05187759193859E-09;2.8308814558843E-09;2.62675517068763E-09;2.4380178323173E-09;2.2633498087292E-09;2.10157082991007E-09;1.95162162553444E-09;1.81254845175518E-09;1.68348998605899E-09;1.56366617499244E-09;1.45236870153115E-09;1.3489528026909E-09;1.25283021804595E-09;1.16346308943137E-09;1.08035866373767E-09;1.0030646762005E-09;9.31165312307459E-10;8.6427766339675E-10;8.0204860495613E-10;7.44152038113918E-10;6.90286444292381E-10;6.40172710829117E-10;5.93552191859473E-10;5.5018497413712E-10;5.09848321949534E-10;4.72335279023885E-10;4.37453408450169E-10;4.05023654280166E-10;3.74879310681819E-10;3.46865086409738E-10;3.20836253951865E-10;2.96657874077155E-10;2.74204087677633E-10;2.5335746780224E-10;2.34008425645666E-10;2.16054665004097E-10;1.9940068035956E-10;1.83957294319644E-10;1.69641230632331E-10;1.56374719426173E-10;1.4408513170304E-10;1.32704640441116E-10;1.1242178342145E-10;9.50681546578474E-11;8.02446028421516E-11;6.76034834934963E-11;4.76979046589339E-11;2.78294841315674E-11;1.31480983389681E-11;3.96407469929397E-12;8.63441274867672E-13;1.26809899155913E-13;9.17239582001459E-15;5.74777933020177E-16;2.76196697003191E-17;5.70420458105478E-20;2.33592128719894E-25;0;0;0;0;0;0;0;0;0;0;0;0;
024-01-01-G;0.000131096681758134;3.35581550685637E-05;2.78993438357819E-05;2.45946154100938E-05;2.22641785578536E-05;2.04672053279087E-05;1.90069812743712E-05;1.77794524856665E-05;1.67231049651046E-05;1.57985054842798E-05;1.49787653358998E-05;1.4244639117968E-05;1.35818059834473E-05;1.29792682085922E-05;1.24283611052448E-05;1.19221151291965E-05;1.14548293776368E-05;1.10217765740926E-05;1.06189926091708E-05;1.02431221917193E-05;9.8913028502896E-06;9.56107587947215E-06;9.25031671155717E-06;8.95717963049254E-06;8.6800533056824E-06;8.41752464391629E-06;8.16834914053872E-06;7.93142637834049E-06;7.7057796501844E-06;7.49053891644335E-06;7.28492648076393E-06;7.08824489656657E-06;6.89986671466199E-06;6.71922575796601E-06;6.54580966841319E-06;6.37915351791071E-06;6.218834312469E-06;6.06446624864335E-06;5.91569660571312E-06;5.77220217680373E-06;5.63368615833343E-06;5.49987543044384E-06;5.37051817200736E-06;5.24538176283219E-06;5.12425093315918E-06;5.00692612674359E-06;4.89322204896832E-06;4.78296637572838E-06;4.67599860241243E-06;4.57216901530862E-06;4.471337770282E-06;4.37337406569256E-06;4.27815539831369E-06;4.18556689252989E-06;4.09550069438165E-06;4.00785542312713E-06;3.9225356739313E-06;3.83945156610184E-06;3.75851833198654E-06;3.67965594224751E-06;3.60278876374606E-06;3.52784524672189E-06;3.45475763834006E-06;3.38346172001763E-06;3.31389656623654E-06;3.24600432280597E-06;3.17973000276107E-06;3.11502129828085E-06;3.0518284071796E-06;2.99010387267657E-06;2.92980243528151E-06;2.87088089574994E-06;2.81329798816736E-06;2.7019919745065E-06;2.59558867045642E-06;2.49381658262923E-06;2.39642573630437E-06;2.21388166483016E-06;1.96767538962297E-06;1.68390364827456E-06;1.3363750763891E-06;1.02352402104662E-06;7.57127234474154E-07;5.21806155981986E-07;3.61399859453663E-07;2.51483482311149E-07;1.47139630228469E-07;8.67388572813489E-08;4.3159926015695E-08;2.14961489926589E-08;1.06510369885096E-08;3.6450036978967E-09;1.20741118037298E-09;2.56827751565854E-10;3.08186105851446E-11;1.58354344664019E-12;8.50267135947564E-15;1.70514745230605E-18;0;0;
024-02-G-D;0.00014905722069707;3.72012220126015E-05;3.08548346027265E-05;2.71627252348969E-05;2.45661922360004E-05;2.25680676055271E-05;2.0946824920191E-05;1.95854989293635E-05;1.84150719765987E-05;1.73913740200682E-05;1.6484329826279E-05;1.56724408274587E-05;1.49397280220323E-05;1.42739330884959E-05;1.36654072090555E-05;1.31063957417577E-05;1.25905602999129E-05;1.21126484090653E-05;1.16682580227478E-05;1.1253664962635E-05;1.08656933487229E-05;1.05016162174779E-05;1.01590778876586E-05;9.8360323696595E-06;9.53069386734309E-06;9.24149656804562E-06;8.96706168332907E-06;8.70617022773455E-06;8.45774039032217E-06;8.2208086174275E-06;7.9945137183677E-06;7.77808345023906E-06;7.5708231476273E-06;7.37210604761698E-06;7.18136502654944E-06;6.99808551715179E-06;6.82179941624246E-06;6.65207982662693E-06;6.48853650382451E-06;6.3308119002524E-06;6.17857771746298E-06;6.03153189177018E-06;5.88939595073504E-06;5.75191268799592E-06;5.61884411221651E-06;5.48996963279808E-06;5.36508445071375E-06;5.2439981275801E-06;5.12653331005373E-06;5.01252458996484E-06;4.90181748339124E-06;4.79426751422581E-06;4.68973938977441E-06;4.58810625760404E-06;4.48924903428949E-06;4.39305579792813E-06;4.29942123733538E-06;4.20824615173066E-06;4.11943699549445E-06;4.03290546324384E-06;3.9485681110489E-06;3.86634601011134E-06;3.78616442965994E-06;3.70795254619225E-06;3.63164317651955E-06;3.55717253235666E-06;3.48447999444644E-06;3.41350790442644E-06;3.34420137283508E-06;3.27650810182204E-06;3.21037822127442E-06;3.14576413719986E-06;3.08262039132381E-06;2.96057198827195E-06;2.84390734456371E-06;2.73232755007675E-06;2.62555745306667E-06;2.42544927877072E-06;2.15558451824181E-06;1.84458581756301E-06;1.46376865537216E-06;1.12100035921173E-06;8.29166590590112E-07;5.71408795615902E-07;3.95730404505203E-07;2.75361910282585E-07;1.61107579757874E-07;9.49754136623221E-08;4.72624394641588E-08;2.35423303090363E-08;1.16664447622512E-08;3.99322323066088E-09;1.32293856293839E-09;2.81431117599835E-10;3.37728333722349E-11;1.73538217016363E-12;9.3179959643487E-15;1.86865474225321E-18;0;0;
024-03-01-G;4.12905390655201E-05;1.04461709735859E-05;8.68878833432195E-06;7.66217763372184E-06;6.93823829743153E-06;6.38005610611758E-06;5.92648081432655E-06;5.54516106511197E-06;5.21697535956579E-06;4.9296704726511E-06;4.6748949173778E-06;4.44667386489047E-06;4.2405631154842E-06;4.05315086737686E-06;3.88174981954815E-06;3.72419890717186E-06;3.57873080672318E-06;3.4438803229708E-06;3.31841904699687E-06;3.20130743701108E-06;3.09165880306575E-06;2.98871165493087E-06;2.89180808045096E-06;2.80037657809553E-06;2.71391825124623E-06;2.63199558794403E-06;2.55422326125709E-06;2.48026053019703E-06;2.40980492265589E-06;2.34258695480837E-06;2.27836569503206E-06;2.21692502052237E-06;2.15807044530531E-06;2.10162642192111E-06;2.04743403748702E-06;1.99534903942172E-06;1.94524013773889E-06;1.89698754016422E-06;1.85048168389483E-06;1.80562213397601E-06;1.76231662330247E-06;1.72048021337953E-06;1.68003455837746E-06;1.64090725781673E-06;1.6030312855417E-06;1.56634448456354E-06;1.53078911895114E-06;1.4963114752787E-06;1.46286150724931E-06;1.43039251804209E-06;1.39886087571012E-06;1.36822575761203E-06;1.33844892041308E-06;1.30949449266102E-06;1.28132878733957E-06;1.25392013214255E-06;1.22723871550179E-06;1.20125644665145E-06;1.17594682822567E-06;1.15128484007145E-06;1.12724683311868E-06;1.10381043228733E-06;1.08095444753212E-06;1.05865879222903E-06;1.03690440819838E-06;1.01567319673862E-06;9.94947955112968E-07;9.74712317991976E-07;9.54950703407069E-07;9.35648262816704E-07;9.16790834927318E-07;8.98364902946969E-07;8.80357554981855E-07;8.45549770313504E-07;8.12274952616543E-07;7.80448158411049E-07;7.49991181244791E-07;6.92903221030494E-07;6.15902834936675E-07;5.27147831980314E-07;4.18438658966488E-07;3.20558948502529E-07;2.37193463606033E-07;1.63530420512678E-07;1.13300120774604E-07;7.88678025599712E-08;4.61666046423198E-08;2.72270612940329E-08;1.35547408394176E-08;6.75414040637919E-09;3.34799118277755E-09;1.146416825424E-09;3.79943780253469E-10;8.086002120088E-11;9.70714557885579E-12;4.98901561282608E-13;2.67892371859628E-15;5.37238238397797E-19;0;0;
025-01-01-G;7.3074382710499E-05;1.86694637696055E-05;1.53965268717984E-05;1.34791448647679E-05;1.21208224332697E-05;1.10716231773353E-05;1.02186114217057E-05;9.50161483478413E-06;8.88498621439205E-06;8.34583142069242E-06;7.86849162286686E-06;7.44172217067253E-06;7.05713548562443E-06;6.7082824977714E-06;6.39008049941362E-06;6.09844093773048E-06;5.83001848817288E-06;5.58203668710968E-06;5.35216349580105E-06;5.13842033413995E-06;4.93911409903026E-06;4.7527853247033E-06;4.57816792685351E-06;4.41415743629812E-06;4.25978557980962E-06;4.11419969347598E-06;3.97664587489024E-06;3.84645506853504E-06;3.72303148035238E-06;3.60584286182128E-06;3.49441230918691E-06;3.38831130150082E-06;3.28715375965169E-06;3.19059095298308E-06;3.09830711417992E-06;3.01001564953308E-06;2.92545585237668E-06;2.8443900438377E-06;2.76660107806849E-06;2.69189015960674E-06;2.62007492899157E-06;2.55098777968455E-06;2.48447437502922E-06;2.42039233868102E-06;2.35861009584559E-06;2.29900584592831E-06;2.24146664993898E-06;2.18588761830837E-06;2.13217118673245E-06;2.08022646932604E-06;2.02996867978881E-06;1.98131861250349E-06;1.93420217653016E-06;1.88854997635974E-06;1.84429693406548E-06;1.80138194816216E-06;1.75974758506451E-06;1.71933979954112E-06;1.68010768099907E-06;1.64200322281698E-06;1.60498111227747E-06;1.56899853894036E-06;1.53401501955244E-06;1.49999223781092E-06;1.46689389749195E-06;1.43468558762511E-06;1.40333465854368E-06;1.3728101077704E-06;1.34308247481324E-06;1.31412374404552E-06;1.28590725493375E-06;1.25840761895357E-06;1.23160064260403E-06;1.17997344648819E-06;1.13085342903583E-06;1.08408339574231E-06;1.03951953733645E-06;9.56493554145554E-07;8.45528993208833E-07;7.19034227879036E-07;5.66066449035092E-07;4.30118622615046E-07;3.15676405075301E-07;2.15710986650371E-07;1.4832508771491E-07;1.0261691932264E-07;5.96936040035612E-08;3.51093062872677E-08;1.74994724604161E-08;8.76484570841773E-09;4.37730859241044E-09;1.51828413219909E-09;5.09475644892378E-10;1.09809241483031E-10;1.3253915375907E-11;6.72094138532135E-13;3.41581858704317E-15;6.01704761277228E-19;0;0;
