Pressure category #;0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64; 65; 66; 67; 68; 69; 70; 71; 72; 73; 74; 75; 76; 77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97; 98; 99; 
025-02-01-G;0.000125836045383867;3.31326772784918E-05;2.76087748399894E-05;2.43751429599906E-05;2.20877222811494E-05;2.03184450717378E-05;1.88769190960829E-05;1.76625917155021E-05;1.66159979148546E-05;1.56989410222618E-05;1.48852912731228E-05;1.41562734647557E-05;1.34978599629532E-05;1.2899237247144E-05;1.23518577568612E-05;1.18488279853294E-05;1.13844980341791E-05;1.09541764376877E-05;1.05539256566757E-05;1.01804112752282E-05;9.83078807733829E-06;9.50261218775251E-06;9.19377212348451E-06;8.90243389567051E-06;8.62699677127696E-06;8.36605726854741E-06;8.11837960878575E-06;7.88287129453451E-06;7.65856280064666E-06;7.44459059399479E-06;7.24018286717244E-06;7.04464749920848E-06;6.857361853828E-06;6.67776410127398E-06;6.50534580882573E-06;6.33964559193062E-06;6.1802436552052E-06;6.02675708259532E-06;5.87883576030174E-06;5.73615883586974E-06;5.59843163302241E-06;5.46538295509278E-06;5.33676272083777E-06;5.21233988543606E-06;5.09190060693504E-06;4.97524662460036E-06;4.86219382076376E-06;4.75257094204777E-06;4.64621845942143E-06;4.54298754953276E-06;4.44273918227466E-06;4.34534330165352E-06;4.2506780888128E-06;4.15862929757432E-06;4.06908965414252E-06;3.98195831371126E-06;3.89714036764762E-06;3.81454639572997E-06;3.73409205860738E-06;3.65569772624325E-06;3.57928813861963E-06;3.50479209542458E-06;3.43214217183057E-06;3.36127445780712E-06;3.29212831870189E-06;3.22464617507848E-06;3.15877330001995E-06;3.09445763230073E-06;3.03164960399863E-06;2.9703019812673E-06;2.9103697171205E-06;2.85180981519411E-06;2.79458120355568E-06;2.68396249209355E-06;2.57821925607566E-06;2.4770812927166E-06;2.3802998247828E-06;2.19890466142959E-06;1.95426183867198E-06;1.67231181802512E-06;1.3270432818009E-06;1.01625532359003E-06;7.51639620110354E-07;5.17916551932941E-07;3.58620332000814E-07;2.49481583641272E-07;1.45900077136626E-07;8.59620214835672E-08;4.27386262703931E-08;2.12668165067306E-08;1.05267276070072E-08;3.59639813952368E-09;1.1891174924073E-09;2.52266488518117E-10;3.01589223152969E-11;1.54122149345928E-12;8.18399530817236E-15;1.60265626714974E-18;0;0;
027-01-G-D;0.000168861707509794;3.89275731742817E-05;3.14950259972759E-05;2.72431217635653E-05;2.42571280026494E-05;2.19688281992964E-05;2.012785983415E-05;1.85985299565266E-05;1.72984154885656E-05;1.6173632039544E-05;1.518707479537E-05;1.431217331352E-05;1.35292921016338E-05;1.28235285797935E-05;1.21833064791855E-05;1.15994474355238E-05;1.10645415181161E-05;1.05725103611595E-05;1.01182975827088E-05;9.69764521621189E-06;9.30692941609954E-06;8.94303772166417E-06;8.60327590360641E-06;8.28529615794109E-06;7.98704090363075E-06;7.70669813294364E-06;7.44266543088708E-06;7.19352059292624E-06;6.95799733966371E-06;6.73496502815601E-06;6.523411543384E-06;6.32242875548914E-06;6.13120007340002E-06;5.94898973061228E-06;5.77513351610605E-06;5.60903072095987E-06;5.45013711486471E-06;5.29795880040515E-06;5.15204681936871E-06;5.01199240632933E-06;4.8774228016353E-06;4.74799754964939E-06;4.62340521933691E-06;4.50336049358786E-06;4.38760158138347E-06;4.2758879133712E-06;4.16799808683053E-06;4.06372803058047E-06;3.96288936424852E-06;3.86530792961003E-06;3.77082247451594E-06;3.67928347233372E-06;3.59055206189746E-06;3.5044990947537E-06;3.42100427804057E-06;3.33995540268984E-06;3.26124764782123E-06;3.18478295323281E-06;3.11046945279931E-06;3.03822096239152E-06;2.96795651663501E-06;2.89959994945186E-06;2.83307951388099E-06;2.76832753716254E-06;2.70528010750556E-06;2.64387678934416E-06;2.58406036422842E-06;2.52577659480116E-06;2.46897400958139E-06;2.41360370651561E-06;2.35961917347219E-06;2.30697612404371E-06;2.25563234719413E-06;2.15668332833892E-06;2.06247097406638E-06;1.97271961813776E-06;1.88717603491789E-06;1.72779636070694E-06;1.51498649981596E-06;1.27318428881999E-06;9.83110974246144E-07;7.29144095170977E-07;5.19959577982738E-07;3.42642930675396E-07;2.27444956304228E-07;1.52255745369838E-07;8.48467599387889E-08;4.82564204895346E-08;2.3327947264947E-08;1.14688420430259E-08;5.65823514768085E-09;1.93388327003027E-09;6.39301987936754E-10;1.34766537113713E-10;1.57163383459394E-11;7.49585660275819E-13;3.21306997471158E-15;3.20969604331035E-19;0;0;
027-02-G;8.12918063350653E-05;1.7961025757734E-05;1.46097231416842E-05;1.26795078944238E-05;1.13168675671455E-05;1.02687258797676E-05;9.42331181045331E-06;8.7197865308341E-06;8.12099152532582E-06;7.60251010773671E-06;7.14745994500459E-06;6.74371291901439E-06;6.3822830527436E-06;6.05633538319676E-06;5.76055064113244E-06;5.49070489292166E-06;5.24338397750795E-06;5.01578493804459E-06;4.80557500315963E-06;4.61078949128016E-06;4.42975657216185E-06;4.26104089428308E-06;4.10340067614014E-06;3.95575454366934E-06;3.8171555162314E-06;3.68677030411572E-06;3.5638626053742E-06;3.44777945596823E-06;3.33793994453386E-06;3.23382578498927E-06;3.13497336955046E-06;3.04096701723084E-06;2.95143319956653E-06;2.86603557383524E-06;2.78447068980642E-06;2.70646426281572E-06;2.63176792629859E-06;2.56015639264371E-06;2.49142496358047E-06;2.42538734114829E-06;2.36187369821353E-06;2.30072897393453E-06;2.24181136485079E-06;2.18499098662737E-06;2.13014868510422E-06;2.07717497832047E-06;2.02596911371687E-06;1.97643822685296E-06;1.92849658978018E-06;1.88206493874426E-06;1.83706987219701E-06;1.79344331121621E-06;1.75112201539375E-06;1.71004714808231E-06;1.67016388560985E-06;1.63142106569709E-06;1.59377087085967E-06;1.55716854305489E-06;1.521572126254E-06;1.48694223399102E-06;1.45324183926643E-06;1.42043608447271E-06;1.38849210926519E-06;1.35737889452791E-06;1.32706712078549E-06;1.29752903959065E-06;1.26873835657516E-06;1.24067012499304E-06;1.21330064870979E-06;1.1866073937029E-06;1.16056890723753E-06;1.13516474396956E-06;1.11037539830709E-06;1.06256746942482E-06;1.0170056398269E-06;9.73561990086837E-07;9.32118797883793E-07;8.54807085140664E-07;7.51370120035599E-07;6.33526592870434E-07;4.9164153790684E-07;3.6682774239167E-07;2.63441243639528E-07;1.75175504481704E-07;1.17331731852111E-07;7.92274289967948E-08;4.46710314493022E-08;2.56507960316183E-08;1.25143864802518E-08;6.18937920405034E-09;3.06637294529335E-09;1.05342565259432E-09;3.49946837868597E-10;7.42421564330521E-11;8.7295787686545E-12;4.21681885826302E-13;1.87767060793036E-15;2.2210911808345E-19;0;0;
027-03-G;1.25793768731374E-05;3.22154198415223E-06;2.6655003385491E-06;2.33707181024297E-06;2.10319581489122E-06;1.92192470532978E-06;1.77418880011818E-06;1.64978197848723E-06;1.54263696249496E-06;1.44884593763419E-06;1.36572942614442E-06;1.29135891675463E-06;1.22429291509067E-06;1.16342105726163E-06;1.10786689678385E-06;1.05692456091136E-06;1.01001596111772E-06;9.66660991510646E-07;9.26456209832763E-07;8.89059214495193E-07;8.541769417289E-07;8.21556722983019E-07;7.9097932896836E-07;7.62253474114043E-07;7.35211416042646E-07;7.09705390795207E-07;6.85604695846069E-07;6.62793281914245E-07;6.41167749013816E-07;6.20635666969183E-07;6.01114158798935E-07;5.82528698894413E-07;5.64812088092686E-07;5.47903575479522E-07;5.31748102699593E-07;5.16295651159558E-07;5.0150067611654E-07;4.87321614493819E-07;4.73720455535976E-07;4.60662365239302E-07;4.48115356969179E-07;4.36050001878841E-07;4.24439173730809E-07;4.1325782353722E-07;4.02482780112047E-07;3.92092573193323E-07;3.8206727626764E-07;3.72388366628831E-07;3.63038600541128E-07;3.5400190166456E-07;3.4526326114556E-07;3.36808647985483E-07;3.28624928479634E-07;3.20699793674313E-07;3.13021693922821E-07;3.05579779736929E-07;2.9836384823022E-07;2.91364294536604E-07;2.84572067662623E-07;2.7797863029791E-07;2.71575922165239E-07;2.65356326541522E-07;2.59312639624574E-07;2.53438042458426E-07;2.47726075163132E-07;2.42170613244023E-07;2.3676584578069E-07;2.31506255318214E-07;2.26386599302617E-07;2.21401892919571E-07;2.16547393210452E-07;2.11818584352972E-07;2.0721116400544E-07;1.98344271668325E-07;1.89916106811229E-07;1.81898750484788E-07;1.74266678462899E-07;1.60066748626599E-07;1.41129914263397E-07;1.19606062739497E-07;9.36812920479788E-08;7.07575952026332E-08;5.15725629062858E-08;3.49341111210303E-08;2.38127664645348E-08;1.63355367762789E-08;9.39048580466676E-09;5.46562482893669E-09;2.69310428794621E-09;1.33691733831093E-09;6.63148632743176E-10;2.28394437779939E-10;7.63383587645581E-11;1.64178045529954E-11;1.97616982450688E-12;9.92767163292848E-14;4.92648214076288E-16;8.28183711134645E-20;0;0;
043-03-G;1.94101345868554E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
045-01-G;4.92826885679787E-05;1.08587531705934E-05;8.80944428860314E-06;7.62492304373409E-06;6.78615424355906E-06;6.13998674160768E-06;5.61865894701727E-06;5.18503240437639E-06;4.81628845501286E-06;4.49737491238235E-06;4.21785686625395E-06;3.97022206163994E-06;3.74889398836032E-06;3.54962383819768E-06;3.36910026329612E-06;3.2046908629624E-06;3.05426629072825E-06;2.9160776912183E-06;2.7886694367712E-06;2.67081577140667E-06;2.56147398933187E-06;2.4597492647901E-06;2.36486782730124E-06;2.27615620005773E-06;2.19302490022479E-06;2.11495546345667E-06;2.04148997632304E-06;1.97222252578736E-06;1.90679213418942E-06;1.84487686139635E-06;1.78618883664593E-06;1.7304700406568E-06;1.6774887005328E-06;1.62703619058427E-06;1.57892435476543E-06;1.53298318332303E-06;1.48905878909557E-06;1.44701163882944E-06;1.40671500266913E-06;1.36805359117413E-06;1.33092235419694E-06;1.29522541999913E-06;1.26087515629209E-06;1.227791337617E-06;1.19590040574226E-06;1.16513481164386E-06;1.1354324292156E-06;1.10673603218699E-06;1.07899282685223E-06;1.05215403416923E-06;1.02617451560261E-06;1.00101243778303E-06;9.76628971655164E-07;9.52988022305636E-07;9.30055986111322E-07;9.07801532240189E-07;8.86195405878192E-07;8.65210250855279E-07;8.44820449606338E-07;8.25001978634547E-07;8.05732277848609E-07;7.86990132325899E-07;7.68755565213029E-07;7.51009740616617E-07;7.33734875462162E-07;7.16914159409993E-07;7.00531682015543E-07;6.84572366408727E-07;6.69021908844675E-07;6.53866723547028E-07;6.39093892326296E-07;6.24691118510081E-07;6.10646684771018E-07;5.83588636251225E-07;5.57836203926941E-07;5.33312948032021E-07;5.09948681585589E-07;4.66443399232642E-07;4.08410468807897E-07;3.42562748601076E-07;2.63728671436997E-07;1.94896318887884E-07;1.38390129127692E-07;9.06954406761027E-08;5.98690687250742E-08;3.98598675310181E-08;2.20462057954999E-08;1.24600114600013E-08;5.98580103932027E-09;2.93021790219943E-09;1.44100678552667E-09;4.90452958735956E-10;1.61480682821035E-10;3.38719361088335E-11;3.92927195111905E-12;1.86183145258193E-13;7.79800558628065E-16;7.01660780020349E-20;0;0;
045-02-01-G;8.50438395903313E-05;4.75403765130291E-06;2.78090967773488E-06;1.89927284106413E-06;1.40299820845687E-06;1.08844874449223E-06;8.7342645593493E-07;7.18551186983591E-07;6.02659074026203E-07;5.13349443889259E-07;4.42870248775909E-07;3.86138517720288E-07;3.39698916508075E-07;3.01133554583039E-07;2.6870832298623E-07;2.41152196579286E-07;2.175151557176E-07;1.97074357306608E-07;1.79270803338444E-07;1.63665760114406E-07;1.4991023548231E-07;1.3772324594597E-07;1.268760967948E-07;1.17180838011196E-07;1.08481662116738E-07;1.00648404029476E-07;9.35715638961775E-08;8.71584486697736E-08;8.13301465544944E-08;7.60191294835771E-08;7.11673349594853E-08;6.67246179832966E-08;6.26474917824721E-08;5.88980961758421E-08;5.54433470620241E-08;5.22542312775754E-08;4.93052190457627E-08;4.65737722056709E-08;4.4039930929048E-08;4.16859650920976E-08;3.94960791506177E-08;3.74561614689291E-08;3.55535707189339E-08;3.37769532978447E-08;3.21160867856828E-08;3.05617453313096E-08;2.91055835603851E-08;2.77400361730126E-08;2.64582308687631E-08;2.52539126226778E-08;2.41213776538915E-08;2.30554156915293E-08;2.20512593607819E-08;2.11045396937745E-08;2.02112469215693E-08;1.93676958306896E-08;1.85704950741583E-08;1.78165199167201E-08;1.71028879694771E-08;1.64269375330045E-08;1.5786208222025E-08;1.5178423590523E-08;1.46014755150886E-08;1.40534101273786E-08;1.35324151147937E-08;1.30368082325583E-08;1.25650268909731E-08;1.21156186992571E-08;1.16872328625101E-08;1.12786123413298E-08;1.08885866947844E-08;1.05160655370792E-08;1.0160032546576E-08;9.49370359482271E-09;8.88275274424268E-09;8.32120966072669E-09;7.80385949996712E-09;6.88405146672979E-09;5.73853642470937E-09;4.53918942568793E-09;3.2248236735479E-09;2.17338600028929E-09;1.37813906519035E-09;7.67411728881112E-10;4.17417517316133E-10;2.20926543338514E-10;8.02045129730044E-11;2.68118827432671E-11;5.31550894183732E-12;8.37820627279789E-13;9.69486587939897E-14;1.57443527784902E-15;3.41613766554204E-18;0;0;0;0;0;0;0;
045-03-G;6.58982916159441E-06;8.5503513067205E-09;3.93336232382872E-09;2.44766666571799E-09;1.83002866036432E-09;1.51285540101196E-09;1.315913520047E-09;1.17537743019315E-09;1.06593869524772E-09;9.76044612449358E-10;8.99564647082391E-10;8.32836570160802E-10;7.73509042753295E-10;7.20007922685408E-10;6.71248069863905E-10;6.26461583837447E-10;5.85090166334072E-10;5.46715936482722E-10;5.11016363890558E-10;4.77734666812618E-10;4.46660234240255E-10;4.17615583784756E-10;3.90447599986339E-10;3.65021589433186E-10;3.41217199557791E-10;3.18925577015867E-10;2.98047354313307E-10;2.78491192109941E-10;2.60172696215157E-10;2.43013589335811E-10;2.26941058406294E-10;2.11887225342102E-10;1.97788706725877E-10;1.84586239354246E-10;1.72224355919413E-10;1.60651099851642E-10;1.49817771479731E-10;1.39678699786854E-10;1.301910355153E-10;1.21314562419931E-10;1.13011524215973E-10;1.05246465297933E-10;9.79860836852981E-11;9.1199094923407E-11;8.48561058678194E-11;7.89294974314095E-11;7.33933154913446E-11;6.82231692486655E-11;6.33961364130408E-11;5.88906746533902E-11;5.46865388139309E-11;5.07647034463669E-11;4.71072902536256E-11;4.36975000796837E-11;4.05195491144375E-11;3.75586090129331E-11;3.48007506551211E-11;3.22328912961576E-11;2.98427448784853E-11;2.76187752958948E-11;2.55501524167364E-11;2.36267106886949E-11;2.18389101612669E-11;2.01777997744724E-11;1.86349827735416E-11;1.72025841195021E-11;1.58732197748343E-11;1.46399677518101E-11;1.34963408188224E-11;1.24362607670791E-11;1.14540341464969E-11;1.05443293855827E-11;9.70215521556148E-12;8.20201416836308E-12;6.91974221606836E-12;5.82572822066837E-12;4.89411778826861E-12;3.43085229219877E-12;1.9780794614818E-12;9.15221433869522E-13;2.63372101947493E-13;5.22750327265911E-14;6.23711749843548E-15;2.43760214226966E-16;3.5233438347002E-18;1.02744146349544E-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
043-01-01-G;3.49977043449881E-06;3.516455980489E-08;1.5818312952422E-08;9.79871898936833E-09;7.32070103288288E-09;6.05144632657939E-09;5.26365446371137E-09;4.70150972153249E-09;4.2637547809909E-09;3.90417844979743E-09;3.59825858832956E-09;3.33134628064321E-09;3.09403617101318E-09;2.88003169074163E-09;2.68499227945562E-09;2.50584633534979E-09;2.34036066533629E-09;2.18686374593089E-09;2.04406545556223E-09;1.91093866725047E-09;1.78664093696102E-09;1.67046233513903E-09;1.56179039994535E-09;1.46008635773275E-09;1.36486879823116E-09;1.27570230806347E-09;1.19218941725323E-09;1.11396476843976E-09;1.04069078486063E-09;9.72054357343244E-10;9.07764233625177E-10;8.47548901368408E-10;7.91154826903508E-10;7.38344957416984E-10;6.88897423677651E-10;6.42604399406568E-10;5.99271085918923E-10;5.58714799147417E-10;5.20764142061202E-10;4.85258249679723E-10;4.52046096863891E-10;4.20985861191731E-10;3.91944334741193E-10;3.64796379693628E-10;3.39424423471278E-10;3.15717989725638E-10;2.93573261965378E-10;2.72892676994662E-10;2.53584545652163E-10;2.35562698613561E-10;2.18746155255724E-10;2.03058813785468E-10;1.88429161014502E-10;1.74790000318735E-10;1.6207819645775E-10;1.50234436051732E-10;1.39203002620484E-10;1.2893156518463E-10;1.19370979513941E-10;1.10475101183579E-10;1.02200609666946E-10;9.45068427547794E-11;8.73556406450675E-11;8.07111990978895E-11;7.45399310941666E-11;6.88103364780082E-11;6.34928790993371E-11;5.85598710072402E-11;5.39853632752896E-11;4.97450430683165E-11;4.58161365859877E-11;4.21773175423307E-11;3.88086208622459E-11;3.28080566734523E-11;2.76789688642735E-11;2.33029128826735E-11;1.95764711530744E-11;1.37234091687951E-11;7.91231784592719E-12;3.66088573547809E-12;1.05348840778997E-12;2.09100130906364E-13;2.49484699937419E-14;9.75040856907864E-16;1.40933753388008E-17;4.10976585398174E-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
043-02-01-G;1.81983418995482E-06;8.55035126093714E-09;3.93336232382872E-09;2.44766666571799E-09;1.83002866036432E-09;1.51285540101196E-09;1.315913520047E-09;1.17537743019315E-09;1.06593869524772E-09;9.76044612449358E-10;8.99564647082391E-10;8.32836570160802E-10;7.73509042753295E-10;7.20007922685408E-10;6.71248069863905E-10;6.26461583837447E-10;5.85090166334072E-10;5.46715936482722E-10;5.11016363890558E-10;4.77734666812618E-10;4.46660234240255E-10;4.17615583784756E-10;3.90447599986339E-10;3.65021589433186E-10;3.41217199557791E-10;3.18925577015867E-10;2.98047354313307E-10;2.78491192109941E-10;2.60172696215157E-10;2.43013589335811E-10;2.26941058406294E-10;2.11887225342102E-10;1.97788706725877E-10;1.84586239354246E-10;1.72224355919413E-10;1.60651099851642E-10;1.49817771479731E-10;1.39678699786854E-10;1.301910355153E-10;1.21314562419931E-10;1.13011524215973E-10;1.05246465297933E-10;9.79860836852981E-11;9.1199094923407E-11;8.48561058678194E-11;7.89294974314095E-11;7.33933154913446E-11;6.82231692486655E-11;6.33961364130408E-11;5.88906746533902E-11;5.46865388139309E-11;5.07647034463669E-11;4.71072902536256E-11;4.36975000796837E-11;4.05195491144375E-11;3.75586090129331E-11;3.48007506551211E-11;3.22328912961576E-11;2.98427448784853E-11;2.76187752958948E-11;2.55501524167364E-11;2.36267106886949E-11;2.18389101612669E-11;2.01777997744724E-11;1.86349827735416E-11;1.72025841195021E-11;1.58732197748343E-11;1.46399677518101E-11;1.34963408188224E-11;1.24362607670791E-11;1.14540341464969E-11;1.05443293855827E-11;9.70215521556148E-12;8.20201416836308E-12;6.91974221606836E-12;5.82572822066837E-12;4.89411778826861E-12;3.43085229219877E-12;1.9780794614818E-12;9.15221433869522E-13;2.63372101947493E-13;5.22750327265911E-14;6.23711749843548E-15;2.43760214226966E-16;3.5233438347002E-18;1.02744146349544E-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
