Pressure category #;0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64; 65; 66; 67; 68; 69; 70; 71; 72; 73; 74; 75; 76; 77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97; 98; 99; 
020-03-03-Lo;2.0101468224238E-05;3.97912181492975E-06;3.50371328589015E-06;3.20970079000283E-06;2.99016058801126E-06;2.81404044633357E-06;2.66687043632794E-06;2.54028985047529E-06;2.42901138690848E-06;2.32953049657886E-06;2.23944269546395E-06;2.15704528533823E-06;2.08109466363223E-06;2.01065476349808E-06;1.94500057851008E-06;1.88355564424466E-06;1.82585079767812E-06;1.77149646875872E-06;1.72016369568882E-06;1.67157083541592E-06;1.6254740390975E-06;1.5816602517345E-06;1.53994193365455E-06;1.50015298196552E-06;1.46214550926989E-06;1.4257872511242E-06;1.39095944659428E-06;1.35755508311404E-06;1.32547742747678E-06;1.29463878527679E-06;1.26495944521632E-06;1.23636677467429E-06;1.2087944402047E-06;1.18218173206933E-06;1.15647297605591E-06;1.13161701903903E-06;1.10756677724172E-06;1.08427883812118E-06;1.06171310836078E-06;1.03983250169454E-06;1.01860266129362E-06;9.97991712258701E-07;9.77970040429482E-07;9.58510094272985E-07;9.39586207070324E-07;9.21174437004484E-07;9.03252423074149E-07;8.85799255031726E-07;8.68795355776116E-07;8.52222374829619E-07;8.36063091699076E-07;8.20301328068544E-07;8.04921867897915E-07;7.89910384612263E-07;7.75253374662296E-07;7.60938096819747E-07;7.46952516644008E-07;7.33285255619721E-07;7.19925544520304E-07;7.06863180600902E-07;6.940884882666E-07;6.81592282899081E-07;6.69365837557688E-07;6.57400852299733E-07;6.45689425890485E-07;6.34224029695886E-07;6.22997483571105E-07;6.12002933575957E-07;6.01233831364118E-07;5.90683915107304E-07;5.80347191828367E-07;5.70217921028642E-07;5.60290599505381E-07;5.41020894437206E-07;5.22498286155801E-07;5.04685977447367E-07;4.87549838953161E-07;4.55181239101318E-07;4.1097130707514E-07;3.59133807948351E-07;2.94110536558576E-07;2.33706919464943E-07;1.80328866494687E-07;1.3096822629141E-07;9.5483245338165E-08;6.98117682556135E-08;4.37839897696165E-08;2.74827048192045E-08;1.47068293519564E-08;7.78329628394045E-09;4.05109150147216E-09;1.45992229869057E-09;4.94613890402999E-10;1.03296228660748E-10;1.12092519743513E-11;4.50844986980534E-13;1.34978444309888E-15;8.73782814607253E-20;0;0;
020-04-01-L;0.000304490027730863;5.75899421161576E-05;5.07022781552506E-05;4.64464335664562E-05;4.32693965030956E-05;4.07208211752372E-05;3.85911839702874E-05;3.67594884245433E-05;3.51492235987933E-05;3.37096765975529E-05;3.2406053122596E-05;3.1213714129012E-05;3.011466395609E-05;2.90953571659135E-05;2.81453024890282E-05;2.72561581461287E-05;2.64211350722834E-05;2.5634595959685E-05;2.48917805376147E-05;2.41886132654303E-05;2.35215655069403E-05;2.28875542309816E-05;2.22838656281775E-05;2.17080960919717E-05;2.11581056047291E-05;2.06319802221502E-05;2.01280014036584E-05;1.96446206144738E-05;1.91804380681934E-05;1.87341847751817E-05;1.83047072660715E-05;1.78909545041103E-05;1.74919666053151E-05;1.71068650640621E-05;1.67348442417502E-05;1.63751639225649E-05;1.60271427765566E-05;1.56901525986947E-05;1.53636132151031E-05;1.50469879656975E-05;1.47397796869547E-05;1.44415271303318E-05;1.4151801761509E-05;1.38702048935973E-05;1.35963651140765E-05;1.33299359707708E-05;1.30705938868377E-05;1.28180362786944E-05;1.2571979854172E-05;1.23321590710639E-05;1.20983247387043E-05;1.18702427473448E-05;1.16476929119345E-05;1.14304679185069E-05;1.12183723627603E-05;1.10112218716269E-05;1.08088422996721E-05;1.06110689930854E-05;1.04177461148232E-05;1.0228726025166E-05;1.00438687125637E-05;9.86304127018671E-06;9.68611741407007E-06;9.51297703916085E-06;9.34350580994467E-06;9.17759478265812E-06;9.01514005638187E-06;8.85604245056973E-06;8.70020720679842E-06;8.54754371272923E-06;8.39796524645755E-06;8.25138873959094E-06;8.10773455754846E-06;7.82889059009133E-06;7.56085755260748E-06;7.30310296776778E-06;7.05513296367516E-06;6.58674028346613E-06;5.94699656120497E-06;5.19687745619379E-06;4.25595247020057E-06;3.38187659931623E-06;2.60946477398194E-06;1.89518727456981E-06;1.38169872665815E-06;1.01021735240476E-06;6.33580087254451E-07;3.97690905030841E-07;2.12816471798898E-07;1.12628875638197E-07;5.8621677021303E-08;2.11259344398753E-08;7.15735394347869E-09;1.49475719120848E-09;1.62204469746495E-10;6.52399216454184E-12;1.95321748824896E-14;1.26441513172579E-18;0;0;
020-05-02-L;4.21115522669565E-05;6.01156092570761E-06;5.17043460158803E-06;4.65470655822797E-06;4.27356379651497E-06;3.97117160484069E-06;3.72120056551983E-06;3.50838868815828E-06;3.32309322534677E-06;3.15893403756928E-06;3.01154173353142E-06;2.87782755225266E-06;2.75553898683763E-06;2.64298272161568E-06;2.53884860966381E-06;2.44209584265815E-06;2.35187801569861E-06;2.26749287322222E-06;2.18834792780903E-06;2.11393641631345E-06;2.04382007401298E-06;1.97761647073615E-06;1.9149894545161E-06;1.85564175954633E-06;1.79930916074539E-06;1.74575576391846E-06;1.69477015184569E-06;1.64616219076035E-06;1.59976035649474E-06;1.55540947619722E-06;1.51296880673539E-06;1.47231038879426E-06;1.43331762876244E-06;1.39588407032511E-06;1.35991232520829E-06;1.32531313835667E-06;1.29200456739021E-06;1.25991125977574E-06;1.22896381399668E-06;1.19909821327742E-06;1.17025532225026E-06;1.14238043843978E-06;1.11542289165658E-06;1.08933568539735E-06;1.06407517518258E-06;1.03960077946222E-06;1.01587471930724E-06;9.92861783603006E-07;9.70529116884506E-07;9.48846027315374E-07;9.27783812624575E-07;9.07315602082601E-07;8.8741621283099E-07;8.68062019080231E-07;8.49230832865468E-07;8.30901795201559E-07;8.13055276611268E-07;7.9567278611594E-07;7.78736887878822E-07;7.62231124779585E-07;7.4613994827585E-07;7.3044865397554E-07;7.15143322403626E-07;7.00210764499495E-07;6.85638471427705E-07;6.71414568326183E-07;6.57527771652377E-07;6.43967349820553E-07;6.30723086852332E-07;6.17785248788544E-07;6.05144552633694E-07;5.92792137625067E-07;5.80719538637609E-07;5.57381760426053E-07;5.35070517740277E-07;5.13730039754297E-07;4.93308921143902E-07;4.55038114039506E-07;4.03443992944346E-07;3.44040900443288E-07;2.71452438104619E-07;2.06356649913116E-07;1.51224975014637E-07;1.02888748275765E-07;7.02557326156256E-08;4.81345018666374E-08;2.74417639282518E-08;1.57085382689774E-08;7.46918320268809E-09;3.52389548522584E-09;1.6362554905813E-09;4.95928750491192E-10;1.40899104392369E-10;2.31365066407316E-11;1.80798648596807E-12;4.44938760055387E-14;3.85113411126317E-17;0;0;0;
023-01-02-L;7.49164120172855E-05;8.72480406155421E-07;4.46862116635464E-07;2.37663025765633E-07;1.2740449600922E-07;6.83549066307258E-08;3.66017950471212E-08;1.95154282509642E-08;1.03322646374028E-08;5.41303309447409E-09;2.79450442890736E-09;1.41507956415299E-09;6.99491449699551E-10;3.35918908473398E-10;1.55990973468816E-10;6.97137598640581E-11;2.98308377647317E-11;1.21487437600621E-11;4.67374028536872E-12;1.68219460018214E-12;5.5935550157954E-13;1.68995107045385E-13;4.53768636256097E-14;1.05115796153351E-14;2.01679065057153E-15;3.02363571689519E-16;3.24298248630011E-17;2.15214914721147E-18;6.77297513191006E-20;5.55161896058201E-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-02-02-L;4.46275004945085E-06;6.23200290111015E-08;3.19187226168189E-08;1.69759304118309E-08;9.10032114351573E-09;4.88249333076613E-09;2.61441393193723E-09;1.39395916078316E-09;7.38018902671628E-10;3.86645221033864E-10;1.99607459207669E-10;1.01077111725214E-10;4.99636749785394E-11;2.39942077480999E-11;1.11422123906297E-11;4.97955427600415E-12;2.13077412605226E-12;8.6776741143301E-13;3.33838591812051E-13;1.20156757155867E-13;3.99539643985386E-14;1.20710790746704E-14;3.24120454468641E-15;7.50827115381076E-16;1.44056475040824E-16;2.15973979778228E-17;2.31641606164293E-18;1.53724939086534E-19;4.83783937993575E-21;3.96544211470144E-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-03-02-L;1.09697444462433E-05;1.37109607741726E-07;7.02211897570015E-08;3.73470469060281E-08;2.00207065157346E-08;1.07414853276855E-08;5.7517106502619E-09;3.06671015372294E-09;1.62364158587758E-09;8.506194862745E-10;4.39136410256871E-10;2.2236964579547E-10;1.09920084952787E-10;5.27872570458198E-11;2.45128672593854E-11;1.09550194072091E-11;4.68770307731498E-12;1.90908830515262E-12;7.34444901986513E-13;2.64344865742907E-13;8.78987216767848E-14;2.65563739642748E-14;7.1306499983101E-15;1.65181965383837E-15;3.16924245089813E-16;4.75142755512102E-17;5.09611533561445E-18;3.38194865990374E-19;1.06432466358587E-20;8.72397265234316E-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-03-03-L;1.33345009418819E-05;1.62038627331131E-07;8.29886788037291E-08;4.41374190707604E-08;2.36608349731409E-08;1.26944826599919E-08;6.79747622303679E-09;3.62429381803621E-09;1.91884914694623E-09;1.00527757468805E-09;5.18979393939938E-10;2.62800490485555E-10;1.29905554944202E-10;6.23849401450597E-11;2.89697522156373E-11;1.29468411176108E-11;5.54001272773588E-12;2.25619526972583E-12;8.67980338711333E-13;3.12407568605254E-13;1.038803074362E-13;3.1384805594143E-14;8.42713181618467E-15;1.9521504999908E-15;3.74546835106142E-16;5.61532347423393E-17;6.02268176027163E-18;3.99684841624987E-19;1.2578382387833E-20;1.03101494982237E-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
024-01-02-L;3.56065612805022E-05;9.03323301839439E-07;4.59293724505817E-07;2.6310349263711E-07;1.56049813447753E-07;9.38256173647326E-08;5.68207061705705E-08;3.45783455891413E-08;2.11244757163586E-08;1.29492253578161E-08;7.96281437782909E-09;4.911078035877E-09;3.03714453037523E-09;1.88242511284465E-09;1.168280286524E-09;7.2503412516321E-10;4.49110751238036E-10;2.77059818395204E-10;1.69810452074747E-10;1.03142988670011E-10;6.19339745928931E-11;3.66778787179779E-11;2.1374066494814E-11;1.22304060772311E-11;6.85725288919339E-12;3.75916740774574E-12;2.01045047354487E-12;1.04636529335768E-12;5.28480694692256E-13;2.58149346127103E-13;1.21464246364437E-13;5.47792087013448E-14;2.35363737675719E-14;9.56244617324987E-15;3.63971298682753E-15;1.28287426049279E-15;4.12607677071272E-16;1.18832108587838E-16;2.98959937446123E-17;6.35300734544761E-18;1.08742009513865E-18;1.39684950525065E-19;1.20390188144007E-20;5.70569612056905E-22;9.50949353428175E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
024-03-02-L;4.35605735592861E-05;4.86096226286591E-07;2.48966036411187E-07;1.32412257212281E-07;7.09825049194226E-08;3.80834479799758E-08;2.03924286691104E-08;1.08728814541086E-08;5.75654744083869E-09;3.01583272406414E-09;1.55693818181982E-09;7.88401471456665E-10;3.89716664832607E-10;1.87154820435179E-10;8.6909256646912E-11;3.88405233528324E-11;1.66200381832076E-11;6.76858580917748E-12;2.603941016134E-12;9.37222705815762E-13;3.11640922308601E-13;9.4154416782429E-14;2.5281395448554E-14;5.8564514999724E-15;1.12364050531843E-15;1.68459704227018E-16;1.80680452808149E-17;1.19905452487496E-18;3.77351471634989E-20;3.09304484946712E-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
025-01-02-L;3.10281795499167E-05;1.46992897739521E-06;9.49071175351371E-07;6.84250014776324E-07;5.1890037514127E-07;4.07166296821787E-07;3.27940092703016E-07;2.69559153927967E-07;2.25083352984372E-07;1.90217900914267E-07;1.62226285146376E-07;1.39315471322963E-07;1.20275768291159E-07;1.04265678480546E-07;9.06812893715667E-08;7.90757074628565E-08;6.91085375456878E-08;6.05136640012833E-08;5.30783348749686E-08;4.66293092476618E-08;4.10234627160866E-08;3.61412351882719E-08;3.18819158573353E-08;2.81601401082662E-08;2.49032083276449E-08;2.20489807793635E-08;1.95441904485188E-08;1.7343069146051E-08;1.54062150282721E-08;1.36996503988408E-08;1.21940321496389E-08;1.08639863106238E-08;9.68754458173795E-09;8.64566539124042E-09;7.7218255337724E-09;6.90167112453998E-09;6.17271867936446E-09;5.5240987474954E-09;4.94633579885513E-09;4.43115908447855E-09;3.97134001098485E-09;3.56055224307243E-09;3.19325130601457E-09;2.86457092756121E-09;2.57023375356467E-09;2.30647440746483E-09;2.06997315074385E-09;1.85779864755552E-09;1.6673585482636E-09;1.496356788632E-09;1.34275665804861E-09;1.20474882490298E-09;1.08072362305832E-09;9.69247002825654E-10;8.69039635205752E-10;7.78958731337646E-10;6.97982201779005E-10;6.25194833896778E-10;5.59776211542814E-10;5.00990140430052E-10;4.48175376164132E-10;4.00737480549559E-10;3.58141656292375E-10;3.19906431173319E-10;2.85598080693986E-10;2.54825693553295E-10;2.27236797475967E-10;2.02513474212689E-10;1.80368902242587E-10;1.60544274062193E-10;1.42806042138984E-10;1.26943453807021E-10;1.12766340727564E-10;8.87990731123461E-11;6.97239192713991E-11;5.45816613628536E-11;4.25939585162129E-11;2.56814363310447E-11;1.16994493659208E-11;3.86540653615885E-12;6.2480181321304E-13;5.27901463343647E-14;1.52237489751406E-15;2.21067371927534E-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
025-02-02-L;2.46813316815672E-05;1.13052159345907E-06;7.30025201088013E-07;5.26342683588344E-07;3.99153858769133E-07;3.13204831799495E-07;2.52261609586476E-07;2.07353195328839E-07;1.7314104075721E-07;1.46321462241744E-07;1.24789450112597E-07;1.0716574717151E-07;9.25198217624298E-08;8.02043680619586E-08;6.97548379781283E-08;6.08274672791204E-08;5.31604134966829E-08;4.65489723086795E-08;4.08294883653605E-08;3.58686994212783E-08;3.1556509781605E-08;2.78009501448245E-08;2.45245506594887E-08;2.16616462371279E-08;1.91563140981883E-08;1.69607544456642E-08;1.50339926527068E-08;1.33408224200392E-08;1.18509346371324E-08;1.05381926144929E-08;9.38002473049146E-09;8.35691254663373E-09;7.45195737056766E-09;6.65051183941571E-09;5.93986579520954E-09;5.30897778810768E-09;4.74824513797267E-09;4.24930672884262E-09;3.80487369142703E-09;3.40858391113735E-09;3.05487693152681E-09;2.73888634082495E-09;2.45634715847274E-09;2.20351609812401E-09;1.97710288735744E-09;1.77421108266526E-09;1.59228703903373E-09;1.42907588273502E-09;1.28258349866431E-09;1.15104368356308E-09;1.03288973696047E-09;9.26729865309983E-10;8.31325863891018E-10;7.45574617558195E-10;6.68492027081348E-10;5.99199024105882E-10;5.3690938598385E-10;4.80919102997522E-10;4.30597085802165E-10;3.8537703110004E-10;3.44750289357025E-10;3.08259600422738E-10;2.75493581763365E-10;2.46081870133322E-10;2.19690831303066E-10;1.96019764271765E-10;1.74797536519975E-10;1.55779595548223E-10;1.38745309417375E-10;1.23495595432456E-10;1.09850801645373E-10;9.76488106207853E-11;8.67433390212034E-11;6.83069793171893E-11;5.36337840549224E-11;4.19858933560413E-11;3.27645834740099E-11;1.97549510238805E-11;8.99957643532373E-12;2.97338964319911E-12;4.80616779394646E-13;4.06078048725883E-14;1.17105761347235E-15;1.70051824559642E-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
045-02-02-L;1.11011914051432E-05;1.37104063824423E-07;7.02211897570015E-08;3.73470469060281E-08;2.00207065157346E-08;1.07414853276855E-08;5.7517106502619E-09;3.06671015372294E-09;1.62364158587758E-09;8.506194862745E-10;4.39136410256871E-10;2.2236964579547E-10;1.09920084952787E-10;5.27872570458198E-11;2.45128672593854E-11;1.09550194072091E-11;4.68770307731498E-12;1.90908830515262E-12;7.34444901986513E-13;2.64344865742907E-13;8.78987216767848E-14;2.65563739642748E-14;7.1306499983101E-15;1.65181965383837E-15;3.16924245089813E-16;4.75142755512102E-17;5.09611533561445E-18;3.38194865990374E-19;1.06432466358587E-20;8.72397265234316E-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-02-L;1.02088310538563E-06;1.34512417036446E-08;6.5893211474316E-09;3.43699830685721E-09;1.82706972342187E-09;9.77394100131605E-10;5.22960931288802E-10;2.78795694434661E-10;1.47603855825991E-10;7.73290444501623E-11;3.99214918415389E-11;2.02154223450427E-11;9.99273499570788E-12;4.79884154961998E-12;2.22844247812595E-12;9.9591085520083E-13;4.26154825210453E-13;1.73553482286602E-13;6.67677183624103E-14;2.40313514311734E-14;7.99079287970771E-15;2.41421581493408E-15;6.48240908937282E-16;1.50165423076215E-16;2.88112950081648E-17;4.31947959556456E-18;4.63283212328587E-19;3.07449878173067E-20;9.67567875987151E-22;7.93088422940288E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-03-L;2.44128649922791E-06;2.49290195894048E-08;1.27674890467276E-08;6.79037216473237E-09;3.64012845740629E-09;1.95299733230645E-09;1.04576557277489E-09;5.57583664313263E-10;2.95207561068651E-10;1.54658088413546E-10;7.98429836830675E-11;4.04308446900854E-11;1.99854699914158E-11;9.59768309923995E-12;4.4568849562519E-12;1.99182171040166E-12;8.52309650420905E-13;3.47106964573204E-13;1.33535436724821E-13;4.80627028623468E-14;1.59815857594154E-14;4.82843162986815E-15;1.29648181787456E-15;3.00330846152431E-16;5.76225900163296E-17;8.63895919112912E-18;9.26566424657173E-19;6.14899756346134E-20;1.9351357519743E-21;1.58617684588058E-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
021-01-01-L;9.96602686658634E-07;1.24640058022203E-08;6.38374452336378E-09;3.39518608236619E-09;1.82006422870315E-09;9.76498666153226E-10;5.22882786387445E-10;2.78791832156631E-10;1.47603780534326E-10;7.73290442067728E-11;3.99214918415337E-11;2.02154223450427E-11;9.99273499570788E-12;4.79884154961998E-12;2.22844247812595E-12;9.9591085520083E-13;4.26154825210453E-13;1.73553482286602E-13;6.67677183624103E-14;2.40313514311734E-14;7.99079287970771E-15;2.41421581493408E-15;6.48240908937282E-16;1.50165423076215E-16;2.88112950081648E-17;4.31947959556456E-18;4.63283212328587E-19;3.07449878173067E-20;9.67567875987151E-22;7.93088422940288E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-01-01-L;2.5472161639765E-05;3.61456168264389E-07;1.8512859117755E-07;9.84603963886194E-08;5.27818626323912E-08;2.83184613184435E-08;1.51636008052359E-08;8.08496313254231E-09;4.28050963549544E-09;2.24254228199641E-09;1.15772326340448E-09;5.86247248006239E-10;2.89789314875528E-10;1.39166404938979E-10;6.46248318656525E-11;2.88814148008241E-11;1.23584899311031E-11;5.03305098631146E-12;1.9362638325099E-12;6.96909191504028E-13;2.31732993511524E-13;7.00122586330882E-14;1.87989863591812E-14;4.35479726921024E-15;8.35527555236779E-16;1.25264908271372E-16;1.3435213157529E-17;8.91604646701895E-19;2.80594684036274E-20;2.29995642652683E-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-01-02-L;9.9063393819053E-07;1.24640058022203E-08;6.38374452336378E-09;3.39518608236619E-09;1.82006422870315E-09;9.76498666153226E-10;5.22882786387445E-10;2.78791832156631E-10;1.47603780534326E-10;7.73290442067728E-11;3.99214918415337E-11;2.02154223450427E-11;9.99273499570788E-12;4.79884154961998E-12;2.22844247812595E-12;9.9591085520083E-13;4.26154825210453E-13;1.73553482286602E-13;6.67677183624103E-14;2.40313514311734E-14;7.99079287970771E-15;2.41421581493408E-15;6.48240908937282E-16;1.50165423076215E-16;2.88112950081648E-17;4.31947959556456E-18;4.63283212328587E-19;3.07449878173067E-20;9.67567875987151E-22;7.93088422940288E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-01-03-L;2.07632497328394E-06;2.49280116044406E-08;1.27674890467276E-08;6.79037216473237E-09;3.64012845740629E-09;1.95299733230645E-09;1.04576557277489E-09;5.57583664313263E-10;2.95207561068651E-10;1.54658088413546E-10;7.98429836830675E-11;4.04308446900854E-11;1.99854699914158E-11;9.59768309923995E-12;4.4568849562519E-12;1.99182171040166E-12;8.52309650420905E-13;3.47106964573204E-13;1.33535436724821E-13;4.80627028623468E-14;1.59815857594154E-14;4.82843162986815E-15;1.29648181787456E-15;3.00330846152431E-16;5.76225900163296E-17;8.63895919112912E-18;9.26566424657173E-19;6.14899756346134E-20;1.9351357519743E-21;1.58617684588058E-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-01-04-L;9.98677954850316E-07;1.24640058022203E-08;6.38374452336378E-09;3.39518608236619E-09;1.82006422870315E-09;9.76498666153226E-10;5.22882786387445E-10;2.78791832156631E-10;1.47603780534326E-10;7.73290442067728E-11;3.99214918415337E-11;2.02154223450427E-11;9.99273499570788E-12;4.79884154961998E-12;2.22844247812595E-12;9.9591085520083E-13;4.26154825210453E-13;1.73553482286602E-13;6.67677183624103E-14;2.40313514311734E-14;7.99079287970771E-15;2.41421581493408E-15;6.48240908937282E-16;1.50165423076215E-16;2.88112950081648E-17;4.31947959556456E-18;4.63283212328587E-19;3.07449878173067E-20;9.67567875987151E-22;7.93088422940288E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
062-01-01-L;3.07722644136611E-05;3.8638417986883E-07;1.97896080224277E-07;1.05250768553352E-07;5.64219910897975E-08;3.027145865075E-08;1.62093663780108E-08;8.64254679685557E-09;4.57571719656409E-09;2.39720037040995E-09;1.23756624708755E-09;6.26678092696324E-10;3.09774784866944E-10;1.48764088038219E-10;6.90817168219044E-11;3.08732365112257E-11;1.3210799581524E-11;5.38015795088466E-12;2.06979926923472E-12;7.44971894366375E-13;2.47714579270939E-13;7.48406902629564E-14;2.00954681770557E-14;4.65512811536267E-15;8.93150145253108E-16;1.33903867462501E-16;1.43617795821862E-17;9.53094622336508E-19;2.99946041556017E-20;2.45857411111489E-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
043-01-02-L;1.46060064390273E-05;6.78312956074148E-07;4.38015120652808E-07;3.15805610153006E-07;2.3949231526148E-07;1.87922899079697E-07;1.51356965751885E-07;1.24411917197303E-07;1.03884624454326E-07;8.77928773450466E-08;7.4873670067558E-08;6.42994483029061E-08;5.55118930574578E-08;4.81226208371751E-08;4.18529027868769E-08;3.64964803674723E-08;3.18962480980097E-08;2.79293833852077E-08;2.44976930192163E-08;2.1521219652767E-08;1.8933905868963E-08;1.66805700868947E-08;1.47147303956932E-08;1.29969877422767E-08;1.1493788458913E-08;1.01764526673985E-08;9.02039559162408E-09;8.00449345202353E-09;7.11056078227943E-09;6.32291556869575E-09;5.62801483829487E-09;5.01414752798023E-09;4.47117442234059E-09;3.99030710364943E-09;3.56391947712572E-09;3.18538667286461E-09;2.8489470827836E-09;2.54958403730557E-09;2.28292421485622E-09;2.04515034668241E-09;1.83292615891609E-09;1.64333180449497E-09;1.47380829508365E-09;1.32210965887441E-09;1.18626173241446E-09;1.06452664959915E-09;9.5537222342024E-10;8.5744552964101E-10;7.69550099198583E-10;6.90626210137846E-10;6.1973384217628E-10;5.5603791918599E-10;4.98795518334611E-10;4.47344770534917E-10;4.01095216248809E-10;3.59519414463529E-10;3.2214563159031E-10;2.88551461798513E-10;2.58358251481299E-10;2.31226218660024E-10;2.06850173614215E-10;1.84955760253643E-10;1.65296149058019E-10;1.47649122079993E-10;1.3181449878184E-10;1.17611858563059E-10;1.04878521911985E-10;9.34677573289335E-11;8.32471856504249E-11;7.40973572594736E-11;6.59104809872235E-11;5.85892863724712E-11;5.20460034127221E-11;4.09841875903136E-11;3.21802704329535E-11;2.51915360136248E-11;1.9658750084406E-11;1.18529706143283E-11;5.39974586119424E-12;1.78403378591947E-12;2.88370067636788E-13;2.4364682923553E-14;7.02634568083412E-16;1.02031094735785E-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
043-02-02-L;5.34378469825583E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
