Pressure category #;0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 58; 59; 60; 61; 62; 63; 64; 65; 66; 67; 68; 69; 70; 71; 72; 73; 74; 75; 76; 77; 78; 79; 80; 81; 82; 83; 84; 85; 86; 87; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97; 98; 99; 
020-03-03-Lo;4.80268856570972E-06;9.79338890344905E-07;8.63573673474073E-07;7.92373748555194E-07;7.39246809636469E-07;6.9658341545155E-07;6.60888068763483E-07;6.30149264869822E-07;6.03094519313157E-07;5.78879757879027E-07;5.56925643499801E-07;5.36821966491012E-07;5.18269283649883E-07;5.01042407979543E-07;4.84967127942371E-07;4.69905096961617E-07;4.55743852781075E-07;4.42390106169675E-07;4.29765141656986E-07;4.178015997198E-07;4.0644117360502E-07;3.95632919910049E-07;3.85331987851598E-07;3.7549864002894E-07;3.66097481001328E-07;3.57096837836553E-07;3.48468254616479E-07;3.40186074386691E-07;3.32227089567121E-07;3.24570246878168E-07;3.17196396294386E-07;3.10088075974939E-07;3.03229326884986E-07;2.96605532133133E-07;2.9020327704417E-07;2.84010226751206E-07;2.78015018685916E-07;2.72207167812372E-07;2.6657698281946E-07;2.61115491782168E-07;2.5581437603996E-07;2.50665911233724E-07;2.4566291460119E-07;2.40798697761383E-07;2.36067024327416E-07;2.31462071777842E-07;2.26978397093405E-07;2.22610905730864E-07;2.18354823560809E-07;2.14205671443585E-07;2.10159242158045E-07;2.06211579432785E-07;2.02358958859757E-07;1.98597870496344E-07;1.94925002984741E-07;1.913372290373E-07;1.87831592153721E-07;1.84405294451062E-07;1.81055685500664E-07;1.77780252077635E-07;1.74576608738615E-07;1.71442489152396E-07;1.6837573811581E-07;1.65374304194138E-07;1.62436232931404E-07;1.59559660581275E-07;1.567428083141E-07;1.53983976859841E-07;1.51281541550472E-07;1.48633947728782E-07;1.46039706493597E-07;1.43497390754089E-07;1.41005631568401E-07;1.36168577678098E-07;1.31518632950536E-07;1.27046621777589E-07;1.22744026019132E-07;1.14615893895777E-07;1.03512247074367E-07;9.04895313040272E-08;7.41477159645456E-08;5.89577732012671E-08;4.55240226936379E-08;3.30890293718526E-08;2.41399568090846E-08;1.76595260227404E-08;1.10828056185986E-08;6.96010357796296E-09;3.72681236611887E-09;1.97366666377502E-09;1.02814773005982E-09;3.71179034198456E-10;1.26057191330877E-10;2.64382403142782E-11;2.89025804113875E-12;1.17979637360464E-13;3.71924914348627E-16;3.00164662244816E-20;0;0;
020-04-01-L;7.27192991448018E-05;1.4195058857016E-05;1.25167805932589E-05;1.14842352098167E-05;1.07137379118113E-05;1.00950051966012E-05;9.57734953093516E-06;9.13159369968766E-06;8.73927693996436E-06;8.38815251314939E-06;8.06981447757002E-06;7.77831103425282E-06;7.5092979045145E-06;7.25950856130539E-06;7.02641634544733E-06;6.80801511661977E-06;6.60267434948581E-06;6.40904168801525E-06;6.22597616609742E-06;6.05250149087499E-06;5.88777261134321E-06;5.73105120254171E-06;5.58168723150962E-06;5.43910475674633E-06;5.30279074500145E-06;5.17228609374943E-06;5.04717830689682E-06;4.92709543852752E-06;4.81170102901135E-06;4.7006898310693E-06;4.59378417365927E-06;4.49073084696224E-06;4.39129841737679E-06;4.29527490045269E-06;4.2024657341077E-06;4.11269200555551E-06;4.02578889398664E-06;3.94160429780247E-06;3.85999762055489E-06;3.78083869401875E-06;3.70400682026997E-06;3.62938991744113E-06;3.55688375611946E-06;3.48639127524526E-06;3.41782196794238E-06;3.35109132902985E-06;3.28612035707263E-06;3.2228351047686E-06;3.16116627226887E-06;3.10104883871196E-06;3.0424217278403E-06;2.98522750407354E-06;2.92941209585076E-06;2.87492454343352E-06;2.82171676869063E-06;2.76974336467265E-06;2.718961403034E-06;2.66933025757834E-06;2.62081144239351E-06;2.57336846320946E-06;2.52696668075809E-06;2.48157318504285E-06;2.43715667953891E-06;2.393687374444E-06;2.35113688818837E-06;2.30947815649029E-06;2.26868534831256E-06;2.22873378813726E-06;2.18959988403098E-06;2.15126106102148E-06;2.11369569935133E-06;2.0768830772127E-06;2.04080331760431E-06;1.97076680939667E-06;1.90344226472919E-06;1.83869647237642E-06;1.77640577568538E-06;1.6587369823002E-06;1.49800453767154E-06;1.309508700668E-06;1.07299261763861E-06;8.53164922013632E-07;6.58762505336266E-07;4.78818231706752E-07;3.49319437859017E-07;2.55543734615956E-07;1.60374716631786E-07;1.00716792951706E-07;5.39291671803084E-08;2.8560117605215E-08;1.4877902446748E-08;5.37117896546E-09;1.82412170984681E-09;3.82576889253673E-10;4.18237340070666E-11;1.70723475239259E-12;5.38197228998601E-15;4.34355923013087E-19;0;0;
020-05-02-L;1.02056254827433E-05;1.7012326118977E-06;1.49483133080399E-06;1.36700161307881E-06;1.2716391422371E-06;1.19526960886552E-06;1.13156625780008E-06;1.07686420897656E-06;1.02884551803586E-06;9.85974521170272E-07;9.47198244818119E-07;9.11771529463668E-07;8.79150467801894E-07;8.48925875629542E-07;8.20780965243181E-07;7.94463936414765E-07;7.69769910963573E-07;7.46528805580343E-07;7.2459702937849E-07;7.03851675738003E-07;6.84186361196388E-07;6.65508167367001E-07;6.47735334593075E-07;6.30795479181067E-07;6.1462418461756E-07;5.99163867156685E-07;5.8436284799255E-07;5.70174584652903E-07;5.56557027568256E-07;5.43472076668981E-07;5.30885118981935E-07;5.18764632533509E-07;5.07081845029512E-07;4.95810438152781E-07;4.8492629013203E-07;4.74407250639484E-07;4.64232943171576E-07;4.54384590929893E-07;4.44844862903674E-07;4.35597737401657E-07;4.26628380721476E-07;4.17923039002358E-07;4.09468941599818E-07;4.01254214562699E-07;3.93267802993824E-07;3.85499401243604E-07;3.77939390027425E-07;3.70578779677425E-07;3.63409158841241E-07;3.56422648027485E-07;3.49611857472558E-07;3.42969848867962E-07;3.36490100542963E-07;3.30166475745829E-07;3.23993193708775E-07;3.17964803218264E-07;3.12076158444099E-07;3.06322396808459E-07;3.00698918700283E-07;2.95201368861579E-07;2.89825619290824E-07;2.8456775352492E-07;2.7942405217554E-07;2.74390979608318E-07;2.69465171664531E-07;2.64643424334828E-07;2.59922683303313E-07;2.55300034288131E-07;2.50772694111676E-07;2.46338002439753E-07;2.41993414134599E-07;2.37736492171692E-07;2.3356490107481E-07;2.25468841224229E-07;2.17688361077022E-07;2.10207864951943E-07;2.03012894720437E-07;1.89426674621127E-07;1.70880494247952E-07;1.49152036644438E-07;1.21929787358458E-07;9.66850768897882E-08;7.4424076396238E-08;5.38933744163312E-08;3.91790872781212E-08;2.8566400667306E-08;1.78449886037116E-08;1.11583731172673E-08;5.94134483344661E-09;3.12827674896423E-09;1.61940109771369E-09;5.78332900619784E-10;1.93884044359669E-10;3.97962869356361E-11;4.18914505197922E-12;1.58244047698972E-13;3.83749176199643E-16;1.01031419506897E-20;0;0;
023-01-02-L;1.83428018703664E-05;6.50175845882954E-07;4.81343050098876E-07;3.95565152424068E-07;3.36957633574494E-07;2.93085583288213E-07;2.58564916510192E-07;2.30369431256433E-07;2.06665607945509E-07;1.86298345213011E-07;1.68513167400498E-07;1.5279815799155E-07;1.38792101010296E-07;1.26230123749222E-07;1.14910865243211E-07;1.04676177315381E-07;9.53982582704937E-08;8.69712953016597E-08;7.93059072737819E-08;7.23253631973487E-08;6.5962944728763E-08;6.01600554612889E-08;5.48648249902393E-08;5.00310475675906E-08;4.56173531991074E-08;4.15865453358888E-08;3.79050618118715E-08;3.45425296095598E-08;3.14713927550866E-08;2.86665982366604E-08;2.61053285613934E-08;2.37667721528709E-08;2.16319246767964E-08;1.96834158128892E-08;1.79053571074807E-08;1.62832074227592E-08;1.48036531964198E-08;1.34545012772298E-08;1.22245825374265E-08;1.1103664805766E-08;1.00823739345614E-08;9.15212202563397E-09;8.30504200611686E-09;7.5339278754642E-09;6.83218004774877E-09;6.19375529470228E-09;5.61312085991909E-09;5.08521236709668E-09;4.60539518811116E-09;4.16942897241491E-09;3.77343506940263E-09;3.41386660129885E-09;3.0874809666942E-09;2.79131457476853E-09;2.52265962795762E-09;2.27904278669089E-09;2.05820556410342E-09;1.85808631150446E-09;1.6768036670338E-09;1.51264135049653E-09;1.36403419695792E-09;1.22955533040745E-09;1.10790438675754E-09;9.97896702707208E-10;8.98453393642494E-10;8.08592249827749E-10;7.27419385716812E-10;6.5412158233001E-10;5.87959267343435E-10;5.28260081859308E-10;4.7441298680357E-10;4.25862865561536E-10;3.82105582836973E-10;3.07181152734133E-10;2.46463795199617E-10;1.9734132157264E-10;1.57668159776547E-10;9.99484984537749E-11;4.94763852849452E-11;1.85597006259833E-11;3.79003298401856E-12;4.65261314704632E-13;2.64718101274349E-14;2.40269949344764E-16;2.94371309270819E-19;2.72935582589802E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-02-02-L;1.10035420267664E-06;4.65113497578358E-08;3.43819136060584E-08;2.82546537574709E-08;2.40684023981782E-08;2.09346845205867E-08;1.84689226078709E-08;1.64549593754595E-08;1.47618291389649E-08;1.33070246580722E-08;1.20366548143213E-08;1.09141541422536E-08;9.91372150073544E-09;9.01643741065872E-09;8.20791894594365E-09;7.47686980824151E-09;6.81416130503526E-09;6.21223537868997E-09;5.66470766241299E-09;5.16609737123919E-09;4.71163890919736E-09;4.29714681866349E-09;3.91891607073138E-09;3.5736462548279E-09;3.25838237136482E-09;2.97046752399205E-09;2.70750441513367E-09;2.46732354353999E-09;2.24795662536332E-09;2.04761415976146E-09;1.86466632581382E-09;1.69762658234792E-09;1.54513747691403E-09;1.40595827234923E-09;1.27895407910576E-09;1.1630862444828E-09;1.05740379974428E-09;9.61035805516413E-10;8.73184466959035E-10;7.93118914697571E-10;7.20169566754388E-10;6.53723001830998E-10;5.93217286151204E-10;5.381377053903E-10;4.88012860553484E-10;4.42411092478734E-10;4.00937204279935E-10;3.6322945479262E-10;3.28956799150797E-10;2.97816355172494E-10;2.69531076385902E-10;2.43847614378489E-10;2.20534354763871E-10;1.99379612483467E-10;1.80189973425544E-10;1.6278877047792E-10;1.47014683150244E-10;1.32720450821747E-10;1.19771690502414E-10;1.08045810749752E-10;9.74310140684231E-11;8.78253807433895E-11;7.91360276255387E-11;7.12783359076576E-11;6.41752424030353E-11;5.77565892734106E-11;5.19585275512009E-11;4.67229701664293E-11;4.19970905245311E-11;3.77328629899506E-11;3.38866419145407E-11;3.04187761115383E-11;2.72932559169267E-11;2.19415109095809E-11;1.76045567999727E-11;1.409580868376E-11;1.12620114126105E-11;7.13917846098392E-12;3.53402752035322E-12;1.32569290185595E-12;2.70716641715612E-13;3.32329510503309E-14;1.89084358053106E-15;1.71621392389117E-17;2.10265220907728E-20;1.94953987564144E-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-03-02-L;2.70290064910523E-06;1.06267894630332E-07;7.64072293425376E-08;6.22960676346652E-08;5.29707759976701E-08;4.60587119723371E-08;4.06318328558698E-08;3.62009205945849E-08;3.2476024299994E-08;2.92754542483868E-08;2.64806405915068E-08;2.40111391129578E-08;2.1810187301618E-08;1.98361623034492E-08;1.8057421681076E-08;1.64491135781313E-08;1.49911548710776E-08;1.36669178331179E-08;1.24623568573086E-08;1.13654142167262E-08;1.03656056002342E-08;9.45372300105967E-09;8.62161535560903E-09;7.86202176062137E-09;7.1684412170026E-09;6.53502855278252E-09;5.95650971329409E-09;5.42811179578797E-09;4.94550457579931E-09;4.50475115147521E-09;4.10226591679039E-09;3.73477848116543E-09;3.39930244921086E-09;3.0931081991683E-09;2.81369897403268E-09;2.55878973786215E-09;2.3262883594374E-09;2.11427877213611E-09;1.92100582730988E-09;1.74486161233466E-09;1.58437304685965E-09;1.43819060402819E-09;1.30507802953265E-09;1.18390295185866E-09;1.07362829321766E-09;9.73304403453215E-10;8.82061849415856E-10;7.99104800543764E-10;7.23704958131754E-10;6.55195981379486E-10;5.92968368048985E-10;5.36464751632676E-10;4.85175580480516E-10;4.38635147463626E-10;3.96417941536197E-10;3.58135295051425E-10;3.23432302930537E-10;2.91984991807844E-10;2.63497719105311E-10;2.37700783649455E-10;2.14348230950531E-10;1.93215837635457E-10;1.74099260776185E-10;1.56812338996847E-10;1.41185533286678E-10;1.27064496401503E-10;1.14308760612642E-10;1.02790534366144E-10;9.23935991539684E-11;8.30122985778912E-11;7.45506122119895E-11;6.69213074453843E-11;6.00451630172387E-11;4.8271324001078E-11;3.87300249599399E-11;3.10107791042719E-11;2.47764251077431E-11;1.57061926141646E-11;7.77486054477709E-12;2.91652438408309E-12;5.95576611774345E-13;7.31124923107279E-14;4.15985587716834E-15;3.77567063256057E-17;4.62583485997001E-20;4.28898772641118E-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
023-03-03-L;3.28087405272131E-06;1.25589330017165E-07;9.02994528593626E-08;7.36226253864224E-08;6.26018261790647E-08;5.44330232400347E-08;4.80194388296642E-08;4.27829061572367E-08;3.83807559909019E-08;3.45982641117299E-08;3.12953025172353E-08;2.83768007698593E-08;2.57756759019121E-08;2.34427372677127E-08;2.13405892594535E-08;1.94398615014279E-08;1.77168193930917E-08;1.61518119845939E-08;1.47282399222738E-08;1.34318531652219E-08;1.22502611639131E-08;1.11725817285251E-08;1.01891817839016E-08;9.29148026255253E-09;8.47179416554852E-09;7.72321556237934E-09;7.03951147934756E-09;6.41504121320397E-09;5.84468722594464E-09;5.32379681537979E-09;4.84813244711592E-09;4.4138291141046E-09;4.01735743997647E-09;3.65549150810799E-09;3.32528060567499E-09;3.02402423565527E-09;2.74924987933511E-09;2.49869309434267E-09;2.27027961409349E-09;2.06210917821369E-09;1.87244087356141E-09;1.69967980476059E-09;1.54236494399313E-09;1.39915803401478E-09;1.26883343743906E-09;1.15026884044471E-09;1.04243673112783E-09;9.44396582460811E-10;8.55287677792073E-10;7.74322523448483E-10;7.00780798603345E-10;6.34003797384071E-10;5.73389322386065E-10;5.18386992457013E-10;4.68493930906414E-10;4.23250803242593E-10;3.82238176190635E-10;3.45073172136543E-10;3.11406395306276E-10;2.80919107949355E-10;2.533206365779E-10;2.28345989932813E-10;2.05753671826401E-10;1.8532367335991E-10;1.66855630247892E-10;1.50167132110868E-10;1.35092171633122E-10;1.21479722432716E-10;1.09192435363781E-10;9.81054437738714E-11;8.81052689778058E-11;7.90888178899996E-11;7.09624653840093E-11;5.70479283649103E-11;4.57718476799289E-11;3.66491025777759E-11;2.92812296727873E-11;1.85618639985582E-11;9.18847155291839E-12;3.44680154482547E-12;7.0386326846059E-13;8.64056727308603E-14;4.91619330938076E-15;4.46215620211704E-17;5.46689574360092E-20;5.06880367666775E-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
024-01-02-L;8.699597889213E-06;5.24892290786395E-07;3.84634843641572E-07;3.0607993767773E-07;2.52332877086451E-07;2.12730374766855E-07;1.82271884476513E-07;1.5808251328112E-07;1.38367451155587E-07;1.21957188913157E-07;1.08065494438442E-07;9.61483456685504E-08;8.5818282658291E-08;7.67912413016863E-08;6.88529865326664E-08;6.18375780238612E-08;5.56133298532635E-08;5.00734993004481E-08;4.51299962158134E-08;4.07090433868534E-08;3.674811128666E-08;3.31936961648703E-08;2.99996657445033E-08;2.71259953872685E-08;2.45377799823108E-08;2.22044461003039E-08;2.00991136659691E-08;1.81980720456955E-08;1.64803455137266E-08;1.49273297088062E-08;1.3522485224941E-08;1.22510776727589E-08;1.10999558714235E-08;1.0057361571186E-08;9.1127654374685E-09;8.25672505754396E-09;7.48076153375403E-09;6.77725185641307E-09;6.13933474573552E-09;5.56082804621076E-09;5.03615607232597E-09;4.56028555921586E-09;4.12866907917977E-09;3.73719495524863E-09;3.38214284383664E-09;3.06014427589197E-09;2.76814754444044E-09;2.503386409564E-09;2.26335216246015E-09;2.04576865048174E-09;1.84856991668881E-09;1.66988015184356E-09;1.50799569506658E-09;1.36136885246356E-09;1.22859333168136E-09;1.1083911151852E-09;9.99600616594089E-10;9.01165983117021E-10;8.12127423385587E-10;7.31612454115415E-10;6.58827971337451E-10;5.93053062672177E-10;5.33632486491974E-10;4.79970752015554E-10;4.3152674156393E-10;3.87808822519111E-10;3.48370402082173E-10;3.12805882828087E-10;2.80746981388018E-10;2.51859376428949E-10;2.25839655508674E-10;2.02412533416132E-10;1.81328317307185E-10;1.45304135783002E-10;1.16198587905291E-10;9.27244886694348E-11;7.38269913230715E-11;4.64668277424386E-11;2.27459705729856E-11;8.40032672581426E-12;1.67384537054443E-12;1.99439928469641E-13;1.09732935882377E-14;9.66664215321383E-17;1.17748523708328E-19;1.09174233035921E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
024-03-02-L;1.0645911035783E-05;3.62240828420503E-07;2.68176842197946E-07;2.20386299207695E-07;1.8773353870579E-07;1.63290539260576E-07;1.44057596341393E-07;1.28348683128584E-07;1.15142267283927E-07;1.03794792332963E-07;9.3885907551706E-08;8.51304023095778E-08;7.73270277057364E-08;7.0328211803138E-08;6.40217677783605E-08;5.83195845042838E-08;5.3150458179275E-08;4.84554359537818E-08;4.41847197668213E-08;4.02955594956657E-08;3.67507834917394E-08;3.35177451855752E-08;3.05675453517048E-08;2.78744407876576E-08;2.54153824966456E-08;2.3169646687138E-08;2.11185344380427E-08;1.92451236396119E-08;1.75340616778339E-08;1.59713904461394E-08;1.45443973413478E-08;1.32414873423138E-08;1.20520723199294E-08;1.0966474524324E-08;9.97584181702496E-09;9.07207270696582E-09;8.24774963800535E-09;7.49607928302802E-09;6.81083884228048E-09;6.18632753464106E-09;5.61732262068423E-09;5.09903941428178E-09;4.62709483197939E-09;4.19747410204434E-09;3.80650031231717E-09;3.45080652133413E-09;3.12731019338349E-09;2.83318974738244E-09;2.56586303337622E-09;2.32296757034545E-09;2.10234239581004E-09;1.90201139215221E-09;1.72016796715819E-09;1.55516097737104E-09;1.40548179271924E-09;1.26975240972778E-09;1.14671452857191E-09;1.03521951640963E-09;9.34219185918828E-10;8.42757323848066E-10;7.599619097337E-10;6.85037969798438E-10;6.17261015479202E-10;5.5597102007973E-10;5.00566890743675E-10;4.50501396332603E-10;4.05276514899367E-10;3.64439167298148E-10;3.27577306091343E-10;2.94316331321614E-10;2.64315806933417E-10;2.37266453669999E-10;2.12887396152028E-10;1.71143785094731E-10;1.37315543039787E-10;1.09947307733328E-10;8.78436890183619E-11;5.56855919956746E-11;2.75654146587552E-11;1.03404046344764E-11;2.11158980538177E-12;2.59217018192581E-13;1.47485799281423E-14;1.33864686063511E-16;1.64006872308028E-19;1.52064110300033E-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
025-01-02-L;7.63727823369829E-06;6.93566691926422E-07;5.489098211128E-07;4.63774122179138E-07;4.0309001448217E-07;3.56603474548391E-07;3.19469375660519E-07;2.88883386102314E-07;2.63080587190543E-07;2.40899235896195E-07;2.21548559810218E-07;2.0447336468059E-07;1.89271728828803E-07;1.75643786102374E-07;1.63359270045693E-07;1.52236589987695E-07;1.42129105414923E-07;1.32915957375146E-07;1.24495822527977E-07;1.16782564535531E-07;1.09702132323738E-07;1.03190289292969E-07;9.71909061603364E-08;9.16546447091405E-08;8.65379197981681E-08;8.18020649985425E-08;7.74126512847932E-08;7.33389235479232E-08;6.95533296474899E-08;6.60311233404254E-08;6.27500269675424E-08;5.96899429964708E-08;5.6832705870202E-08;5.41618673745323E-08;5.16625100885559E-08;4.93210845291977E-08;4.71252664178062E-08;4.50638311383873E-08;4.31265429642649E-08;4.13040570339534E-08;3.95878323815443E-08;3.79700545897967E-08;3.6443566848978E-08;3.50018083815272E-08;3.36387593396168E-08;3.23488914056073E-08;3.11271234288509E-08;2.99687815199236E-08;2.88695630979947E-08;2.78255044509067E-08;2.68329514224392E-08;2.58885328885826E-08;2.49891367256076E-08;2.41318880082627E-08;2.33141292073037E-08;2.25334021824512E-08;2.17874317903006E-08;2.10741109471606E-08;2.03914870046615E-08;1.97377493116102E-08;1.91112178492626E-08;1.85103328392135E-08;1.79336452336734E-08;1.73798080072195E-08;1.68475681773336E-08;1.63357594883234E-08;1.58432956996741E-08;1.53691644256252E-08;1.4912421477878E-08;1.44721856679047E-08;1.404763402942E-08;1.36379974252317E-08;1.32425565059941E-08;1.24916112462086E-08;1.17899050869076E-08;1.11331321222833E-08;1.05174911595948E-08;9.39651366117412E-09;7.95054117816277E-09;6.37554168942757E-09;4.58171853898744E-09;3.10547183339226E-09;1.97322968124031E-09;1.09928411045215E-09;5.97924973679063E-10;3.16455248996949E-10;1.14884141914362E-10;3.84050665004364E-11;7.61388061884642E-12;1.20008569375304E-12;1.38868266856789E-13;2.2552049820274E-15;4.89324063746027E-18;0;0;0;0;0;0;0;
025-02-02-L;6.05982893815239E-06;5.27045321244868E-07;4.1605397842008E-07;3.50775483004043E-07;3.04281227611531E-07;2.68694824889346E-07;2.40292836551799E-07;2.16919840375353E-07;1.97219332088075E-07;1.80298462269299E-07;1.65549544608135E-07;1.52545977797123E-07;1.40978974803362E-07;1.30618190457429E-07;1.21286771549535E-07;1.12845272174157E-07;1.05181102896708E-07;9.82014832500496E-08;9.1828641076004E-08;8.59964704544549E-08;8.06481481295374E-08;7.57343886652997E-08;7.12121328156394E-08;6.70435363222045E-08;6.31951725451621E-08;5.96373915595292E-08;5.63437968466162E-08;5.32908125038221E-08;5.0457321544035E-08;4.78243609448064E-08;4.5374862599261E-08;4.30934317935883E-08;4.09661566421462E-08;3.89804432667327E-08;3.7124872544505E-08;3.53890750533022E-08;3.37636214708099E-08;3.22399261768428E-08;3.08101621976295E-08;2.94671859412988E-08;2.8204470423014E-08;2.70160458801123E-08;2.58964468426196E-08;2.4840664860468E-08;2.38441062016444E-08;2.29025539298959E-08;2.20121338500799E-08;2.11692838765411E-08;2.03707264372092E-08;1.96134435751662E-08;1.88946544515912E-08;1.82117949903605E-08;1.75624994360406E-08;1.69445836243099E-08;1.63560297875583E-08;1.57949727390657E-08;1.52596872971569E-08;1.47485768264374E-08;1.42601627869339E-08;1.37930751939756E-08;1.33460439021669E-08;1.29178906360423E-08;1.25075216981119E-08;1.2113921292161E-08;1.17361454059868E-08;1.1373316203346E-08;1.10246168798456E-08;1.06892869419178E-08;1.03666178719499E-08;1.00559491461441E-08;9.75666457482326E-09;9.46818893770632E-09;9.18998488921574E-09;8.66241469185172E-09;8.17031003153569E-09;7.71047271154622E-09;7.28008714604956E-09;6.4980082396039E-09;5.49204765625602E-09;4.39964044333669E-09;3.15898480596349E-09;2.14010176285162E-09;1.35951328933244E-09;7.57307077024353E-10;4.11904298352339E-10;2.18001256297325E-10;7.91418613049932E-11;2.64566399682563E-11;5.2450813563648E-12;8.26719962322956E-13;9.56641421036086E-14;1.55357487175904E-15;3.37087571037304E-18;0;0;0;0;0;0;0;
045-02-02-L;2.72443327980935E-06;1.02170490067321E-07;7.56396221583949E-08;6.21602382380678E-08;5.2950485275992E-08;4.60563059452906E-08;4.0631629737316E-08;3.62009106260109E-08;3.24760241057229E-08;2.92754542477588E-08;2.64806405915068E-08;2.40111391129578E-08;2.1810187301618E-08;1.98361623034492E-08;1.8057421681076E-08;1.64491135781313E-08;1.49911548710776E-08;1.36669178331179E-08;1.24623568573086E-08;1.13654142167262E-08;1.03656056002342E-08;9.45372300105967E-09;8.62161535560903E-09;7.86202176062137E-09;7.1684412170026E-09;6.53502855278252E-09;5.95650971329409E-09;5.42811179578797E-09;4.94550457579931E-09;4.50475115147521E-09;4.10226591679039E-09;3.73477848116543E-09;3.39930244921086E-09;3.0931081991683E-09;2.81369897403268E-09;2.55878973786215E-09;2.3262883594374E-09;2.11427877213611E-09;1.92100582730988E-09;1.74486161233466E-09;1.58437304685965E-09;1.43819060402819E-09;1.30507802953265E-09;1.18390295185866E-09;1.07362829321766E-09;9.73304403453215E-10;8.82061849415856E-10;7.99104800543764E-10;7.23704958131754E-10;6.55195981379486E-10;5.92968368048985E-10;5.36464751632676E-10;4.85175580480516E-10;4.38635147463626E-10;3.96417941536197E-10;3.58135295051425E-10;3.23432302930537E-10;2.91984991807844E-10;2.63497719105311E-10;2.37700783649455E-10;2.14348230950531E-10;1.93215837635457E-10;1.74099260776185E-10;1.56812338996847E-10;1.41185533286678E-10;1.27064496401503E-10;1.14308760612642E-10;1.02790534366144E-10;9.23935991539684E-11;8.30122985778912E-11;7.45506122119895E-11;6.69213074453843E-11;6.00451630172387E-11;4.8271324001078E-11;3.87300249599399E-11;3.10107791042719E-11;2.47764251077431E-11;1.57061926141646E-11;7.77486054477709E-12;2.91652438408309E-12;5.95576611774345E-13;7.31124923107279E-14;4.15985587716834E-15;3.77567063256057E-17;4.62583485997001E-20;4.28898772641118E-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
046-02-L;2.5025265327042E-07;1.03691420304804E-08;7.37608015193461E-09;5.94626882881874E-09;5.00793150824604E-09;4.31906196681284E-09;3.78403379678209E-09;3.35232080365548E-09;2.99370386390204E-09;2.68900377254823E-09;2.42556212445901E-09;2.19473396953475E-09;1.99041728310381E-09;1.80816537027921E-09;1.64463829655019E-09;1.49725555608507E-09;1.36397084858408E-09;1.24312281173952E-09;1.13333417165412E-09;1.03344239848705E-09;9.42451176322051E-10;8.59495783923625E-10;7.83817879561174E-10;7.14746733694241E-10;6.51684960516435E-10;5.94097451044093E-10;5.41502631247569E-10;4.93465441597195E-10;4.49591613445925E-10;4.09522937377501E-10;3.72933300518888E-10;3.39525327169993E-10;3.09027498243055E-10;2.81191655125764E-10;2.5579081594506E-10;2.32617248914732E-10;2.11480759950744E-10;1.92207161103402E-10;1.74636893391811E-10;1.58623782939514E-10;1.44033913350878E-10;1.307446003662E-10;1.18643457230241E-10;1.0762754107806E-10;9.76025721106968E-11;8.84822184957469E-11;8.0187440855987E-11;7.2645890958524E-11;6.57913598301594E-11;5.95632710344987E-11;5.39062152771804E-11;4.87695228756978E-11;4.41068709527742E-11;3.98759224966933E-11;3.60379946851088E-11;3.25577540955841E-11;2.94029366300488E-11;2.65440901643495E-11;2.39543381004828E-11;2.16091621499504E-11;1.94862028136846E-11;1.75650761486779E-11;1.58272055251078E-11;1.42556671815315E-11;1.28350484806071E-11;1.15513178546821E-11;1.03917055102402E-11;9.34459403328585E-12;8.39941810490622E-12;7.54657259799011E-12;6.77732838290814E-12;6.08375522230766E-12;5.45865118338533E-12;4.38830218191618E-12;3.52091135999454E-12;2.81916173675199E-12;2.2524022825221E-12;1.42783569219678E-12;7.06805504070645E-13;2.6513858037119E-13;5.41433283431223E-14;6.64659021006617E-15;3.78168716106212E-16;3.43242784778234E-18;4.20530441815455E-21;3.89907975128289E-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
